,white_tfidf,bad_tfidf,dept_tfidf,dept_on_credit_tfidf,dept_not_on_credit_tfidf,tools_tfidf,white_cate_app_num,white_cate/all,bad_cate_app_num,bad_cate/all,dept_cate_app_num,dept_cate/all,dept_on_credit_cate_app_num,dept_on_credit_cate/all,dept_not_on_credit_cate_app_num,dept_not_on_credit_cate/all,tools_cate_app_num,tools_cate/all,origin_tfidf
0,0.1832255794115195,0.21574494616652085,0.22884645414041407,0.2512749490338267,0.24367546308644467,0.1767261791630072,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.916477635121353e-06
1,0.244229486601091,0.23622187992861282,0.20841728436675522,0.2512749490338267,0.24367546308644467,0.20012698378927402,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.6270172742300923
2,0.2788365182506654,0.26175919085204963,0.26814637647344036,0.29321600268368625,0.24367546308644467,0.31775174384791977,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.5224519107928797
3,0.338363320929251,0.39964207106814414,0.3430503195741786,0.23004756092823803,0.24367546308644467,0.31190511239502794,0,0.0,0,0.0,1,0.0058823529411764705,0,0.0,0,0.0,0,0.0,0.8884503065795152
4,0.2788365182506654,0.21574494616652085,0.2521869773187504,0.2423288082097385,0.24367546308644467,0.2078596440774141,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.6221732206432726
5,0.2788365182506654,0.21574494616652085,0.1960865281751849,0.2128753295097869,0.24367546308644467,0.30235413018157065,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.18335596106470264
6,0.28233138286914855,0.23626678156177802,0.24374118146450974,0.2512749490338267,0.24367546308644467,0.19469959358087788,0,0.0,0,0.0,1,0.01020408163265306,0,0.0,0,0.0,0,0.0,0.028467436463386384
7,0.2788365182506654,0.3423863404611139,0.18442413164453747,0.2512749490338267,0.24367546308644467,0.37184135408861874,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.003840419246459388
8,0.2788365182506654,0.21574494616652085,0.3175507176640751,0.23002788850841518,0.24367546308644467,0.2374244257298053,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.002629645410893942
9,0.22755019035106044,0.23626678156177802,0.20124729795246096,0.27281497844874986,0.2667278402704329,0.2374244257298053,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.01410952570999299
10,0.303779196405348,0.21574494616652085,0.2762085163550689,0.20303363687573334,0.2253015217561753,0.1844798490084939,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00012344340512068753
11,0.2788365182506654,0.3878707179670861,0.25435649173112806,0.23004756092823803,0.27820385387523683,0.1139520691705576,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.958785887760105e-05
12,0.17153460737055615,0.21574494616652085,0.1854060221616597,0.2712421400893948,0.24184253825879196,0.22261980354151797,0,0.0,0,0.0,1,0.007352941176470588,0,0.0,0,0.0,0,0.0,0.0003904716440658784
13,0.2788365182506654,0.23247393432893076,0.17580542952292424,0.29745830046044575,0.17570691258332252,0.2581448384958051,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09228838456507883
14,0.355371626457749,0.3540375860871919,0.2926181206237729,0.1858777277439254,0.2843026215020881,0.216901689210385,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.005589433901371826
15,0.2788365182506654,0.3105556610646255,0.2545930717612123,0.26499367972029014,0.24367546308644467,0.24245898859216145,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.4309162327789728
16,0.2788365182506654,0.12576816040616282,0.16265480516083747,0.2512749490338267,0.17570691258332252,0.2374244257298053,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.1588917458476915e-05
17,0.2788365182506654,0.23626678156177802,0.2389737941710559,0.2512749490338267,0.24367546308644467,0.22261980354151797,0,0.0,0,0.0,1,0.012345679012345678,0,0.0,0,0.0,0,0.0,0.1132212086621925
18,0.2788365182506654,0.21574494616652085,0.2012898605714973,0.2512749490338267,0.24367546308644467,0.24245898859216145,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.03023517709864379
19,0.23789419080678642,0.23806701986645523,0.135957088568442,0.2467031857198366,0.2253015217561753,0.22261980354151797,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0001447852036959813
20,0.2788365182506654,0.1909173608360945,0.19263358263994687,0.17748520223730366,0.24367546308644467,0.2581448384958051,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.31009089552339747
21,0.2788365182506654,0.1909173608360945,0.2944370220785058,0.2512749490338267,0.27820385387523683,0.22261980354151797,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.057461884364093135
