,app_nums,overdue_nums,app_nums/overdue_nums
com.ezen.ehshig,3,0,0.0
com.ezid.social,1,0,0.0
com.ezlottery,1,0,0.0
com.facebook.appmanager,2,0,0.0
com.facebook.katana,5,0,0.0
com.facebook.lite,1,1,1.0
com.facebook.services,1,0,0.0
com.facebook.system,2,0,0.0
com.facishare.fs,2,1,0.5
com.factory.factoryservice,5,0,0.0
com.factory.mmigroup,1,0,0.0
com.fadada,1,0,0.0
com.faloo.BookReader4Android,2,1,0.5
com.fameworks.oreo,1,1,1.0
com.famulei.famulei,1,0,0.0
com.fandong.wzqp,1,1,1.0
com.fangdd.mobile.agent,2,1,0.5
com.fangdd.mobile.fddhouseownersell,1,0,0.0
com.fangkuai.n1,1,1,1.0
com.fanglue.loans365,8,4,0.5
com.fanle.majiang,1,0,0.0
com.fanli.android.apps,22,3,0.13636363636363635
com.fanqieyl.app20,1,0,0.0
com.fantastic.multicolorled,1,0,0.0
com.fanweilin.coordinatemap,1,0,0.0
com.fanyue.laohuangli,2,1,0.5
com.fanzhou.ypz,2,0,0.0
com.farproc.wifi.analyzer,1,0,0.0
com.fast.fastrouter,6,2,0.3333333333333333
com.fastclean,1,0,0.0
com.fasthand.patiread,1,1,1.0
com.fawan.news,1,0,0.0
com.fc2.fc2video_ad,1,0,0.0
com.fcbox.hivebox,4,1,0.25
com.fcworks.gfmj,1,1,1.0
com.feamber.parkour.nearme.gamecenter,1,0,0.0
com.feamber.racing4.oppo,1,0,0.0
com.feelingtouch.zf4.nearme.gamecenter,1,0,0.0
com.feeyo.hr,1,1,1.0
com.feichuang.m3,1,1,1.0
com.feiin.wldh,1,0,0.0
com.feilu.flashloan,11,1,0.09090909090909091
com.feiniao.nxgame,1,0,0.0
com.feiniu.b2b,1,0,0.0
com.feiniu.market,1,0,0.0
com.feisudaikuan,1,0,0.0
com.feixiang.sslotteryplan5,1,0,0.0
com.feiyou.headstyle,1,0,0.0
com.feiyou612,1,0,0.0
com.feiyou_gamebox_cr173,1,0,0.0
com.felink.videopaper,2,0,0.0
com.felix.mocklocation,1,1,1.0
com.femorning.news,1,0,0.0
com.fen360.www.lanlindai,2,0,0.0
com.fenbaolive.live,1,0,0.0
com.fenbi.android.essay,1,1,1.0
com.fenbi.android.leo,2,1,0.5
com.fenbi.android.servant,7,2,0.2857142857142857
com.fenbi.android.solar,5,2,0.4
com.feng.car,2,0,0.0
com.fengdi.qiandaxia,2,1,0.5
com.fengger,2,0,0.0
com.fenghe.android.windcalendar,1,0,0.0
com.fengjk.virtualsms,1,0,0.0
com.fenglty.flsheet,1,0,0.0
com.fengniao.action,6,2,0.3333333333333333
com.fengniao.qtdl.vivo,1,0,0.0
com.fengshengyule.win6300,1,0,0.0
com.fengwd.mobile,3,1,0.3333333333333333
com.fengwo.reading,1,0,0.0
com.fengyou.games,4,1,0.25
com.fengyun.bbjh,3,0,0.0
com.fenmi.glx.miaodaixia,4,2,0.5
com.fenqi.carrotwallet,1,0,0.0
com.fenqi.client,12,5,0.4166666666666667
com.fenqi.dlfenqi,2,0,0.0
com.fenqi.geinihua,225,48,0.21333333333333335
com.fenqile.fenqile,107,26,0.24299065420560748
com.fense.main,1,0,0.0
com.fenzotech.jimu,2,0,0.0
com.fgol,2,1,0.5
com.fgol.hsw.huawei,1,0,0.0
com.fgol.hsw.nearme.gamecenter,2,1,0.5
com.fgol.hsw.vivo,1,0,0.0
com.fgol.huawei,2,0,0.0
com.fgol.oppo,7,3,0.42857142857142855
com.fgol.vivo,1,0,0.0
com.fgywh.usgfew,1,0,0.0
com.fhyl.mobile,1,1,1.0
com.fiberhome.exmobi.client.gaeaclientandroidedn7262,4,1,0.25
com.fiberhome.kcool,1,0,0.0
com.fido.asm,90,17,0.18888888888888888
com.fido.xiaomi.uafclient,81,15,0.18518518518518517
com.fifedu.pufa,4,2,0.5
com.fighter.sa,2,0,0.0
com.fihtdc.AprUploadService.data.overlay.base.s600cn,1,0,0.0
com.fihtdc.autoregistration.overlay.base.s600cn,1,0,0.0
com.fihtdc.backuptool.overlay.base.s600cn,1,0,0.0
com.fihtdc.calendarwidget.overlay.base.s600cn,1,0,0.0
com.fihtdc.carrierconfig.overlay.base.s600cn,1,0,0.0
com.fihtdc.cloudagent2,2,0,0.0
com.fihtdc.dialer.overlay.base.s600cn,1,0,0.0
com.fihtdc.filemanager,2,0,0.0
com.fihtdc.filemanager.overlay.base.s600cn,2,0,0.0
com.fihtdc.firewall,1,0,0.0
com.fihtdc.fqc,2,0,0.0
com.fihtdc.mms.overlay.base.s600cn,2,0,0.0
com.fihtdc.music.overlay.base.s600cn,1,0,0.0
com.fihtdc.note,10,0,0.0
com.fihtdc.note.overlay.base.s600cn,3,0,0.0
com.fihtdc.phone.overlay.base.s600cn,1,0,0.0
com.fihtdc.safebox.overlay.base.s600cn,2,0,0.0
com.fin.rskj.pro,3,2,0.6666666666666666
com.finals.finalsflash,1,1,1.0
com.finals.ltvirtualcall,1,0,0.0
com.financial.gyxd,2,0,0.0
com.financial.quantgroup,127,23,0.18110236220472442
com.financial.sjk,7,2,0.2857142857142857
com.financial360.nicaifu,4,4,1.0
com.fingerprint.fingerprintenroll,18,4,0.2222222222222222
com.fingerprints.extension.service,51,8,0.1568627450980392
com.fingerprints.fido.asm,3,0,0.0
com.fingerprints.fingerprintsensortest,5,3,0.6
com.fingerprints.goodixservice,2,1,0.5
com.fingerprints.keyguard,1,0,0.0
com.fingerprints.sensortesttool,43,9,0.20930232558139536
com.fingerprints.service,23,4,0.17391304347826086
com.fingerprints.serviceext,116,30,0.25862068965517243
com.fingersoft.hillclimb.noncmcc,2,1,0.5
com.fingersoft.hillclimb.noncmcc.aorayyh,1,1,1.0
com.fingersoft.hrc2.cn.noncmcc.nearme.gamecenter,1,0,0.0
com.fingertip.fivechess.nearme.gamecenter,1,0,0.0
com.fingertip.saolei.vivo,1,0,0.0
com.fingertip.tyt.nearme.gamecenter,2,1,0.5
com.finlink,1,0,0.0
com.finupgroup.nirvana,3,1,0.3333333333333333
com.finupgroup.platform,9,3,0.3333333333333333
com.firebear.androil,2,1,0.5
com.firstcapital,1,0,0.0
com.fitmix.sdk,1,0,0.0
com.fivehundredpx.viewer,1,0,0.0
com.fivehundredpx.viewer.main,1,0,0.0
com.fixmo.isa,2,1,0.5
com.fjmcc.wangyoubao,1,0,0.0
com.fjz.app,1,1,1.0
com.fkby.zhangzu.mi,1,0,0.0
com.fkdy.zhangzu.samsung,1,0,0.0
com.flairmicro.android.bluetoothchat,2,0,0.0
com.flambestudios.picplaypost.china,4,1,0.25
com.flamingo.gpgame,1,0,0.0
com.flash.cash,6,4,0.6666666666666666
com.flashplayer.settings,1,0,0.0
com.flex.evaluation,1,1,1.0
com.flightmanager.view,5,2,0.4
com.flm.flmzs,1,1,1.0
com.flowbank.wo,4,0,0.0
com.floworth.www,1,0,0.0
com.flwy.gm,1,1,1.0
com.flxx.alicungu,3,0,0.0
com.flyersoft.moonreaderp,1,0,0.0
com.flyersoft.plugin_pdf,1,0,0.0
com.flyfish.supermario,2,0,0.0
com.flyme.meizu.store,16,4,0.25
com.flyme.netadmin,44,14,0.3181818181818182
com.flyme.roamingpay,42,12,0.2857142857142857
com.flyme.systemuiex,21,6,0.2857142857142857
com.flyme.systemuitools,44,14,0.3181818181818182
com.flyme.telecom.usagedata.service,16,4,0.25
com.flyme.videoclips,1,1,1.0
com.flyme.virtual.softsim,40,13,0.325
com.fmcc.video,8,3,0.375
com.fmm.dm,12,8,0.6666666666666666
com.fmm.ds,12,8,0.6666666666666666
com.fmyd.qgy,1,0,0.0
com.fn.android,1,0,0.0
com.fnbk.qingqu,1,0,0.0
com.fnny.tttfk.nearme.gamecenter,1,0,0.0
com.focaltech.ft_terminal_test,62,18,0.2903225806451613
com.focaltech.ft_waferedge_test,43,14,0.32558139534883723
com.fonelay.screenrecord,1,1,1.0
com.formax.credit,1,1,1.0
com.forms,36,9,0.25
com.forwell.bledim,1,0,0.0
com.fosung.lighthouse,2,1,0.5
com.fotoable.videoeditorgj,1,0,0.0
com.foton.almighty,1,1,1.0
com.founder.hatie,1,0,0.0
com.founder.poetry,1,1,1.0
com.foundersc.app.xf,1,0,0.0
com.fourddz.nearme.gamecenter,1,0,0.0
com.fowtech.pandaevents,1,1,1.0
com.fox.storev3,1,0,0.0
com.foxconn.iportalandroid,3,0,0.0
com.fpsensor.fpSensorExtension,6,2,0.3333333333333333
com.fqapp.zsh,1,0,0.0
com.fqb.fqbang,1,0,0.0
com.fqdk.credit,4,1,0.25
com.fqh.loan,7,0,0.0
com.frank.havefun,1,0,0.0
com.free.sxs.reader,1,0,0.0
com.freedk.android.user,6,1,0.16666666666666666
com.freeme.bluelightfilter,1,0,0.0
com.freeme.calculator,1,0,0.0
com.freeme.camera,1,0,0.0
com.freeme.camera.overlay,1,0,0.0
com.freeme.cameraplugin.childrenmode,1,0,0.0
com.freeme.cameraplugin.largemode,1,0,0.0
com.freeme.cameraplugin.posemode,1,0,0.0
com.freeme.cameraplugin.qrcodescan,1,0,0.0
com.freeme.cameraplugin.watermarkmode,1,0,0.0
com.freeme.face.simple,1,0,0.0
com.freeme.factory,1,0,0.0
com.freeme.filemanager,1,0,0.0
com.freeme.freemanager,1,0,0.0
com.freeme.freemelite.odm,1,0,0.0
com.freeme.freemelite.odm.custom,1,0,0.0
com.freeme.gallery,1,0,0.0
com.freeme.hongbaoassistant,1,0,0.0
com.freeme.locknow,1,0,0.0
com.freeme.onehand,1,0,0.0
com.freeme.operationManual,3,2,0.6666666666666666
com.freeme.ota,1,0,0.0
com.freeme.provider.badge,1,0,0.0
com.freeme.salescode,1,0,0.0
com.freeme.screenrecorder,1,0,0.0
com.freeme.soundrecorder,1,0,0.0
com.freeme.supershot,1,0,0.0
com.freeme.theme.Elegant,1,0,0.0
com.freeme.video,1,0,0.0
com.freeme.widget.newspage,1,0,0.0
com.freeme.yellowpage,1,0,0.0
com.freeme.yellowpage.lite,1,0,0.0
com.freeread.hd,1,0,0.0
com.freereader.kankan,3,3,1.0
com.freereader.kuaidu,1,0,0.0
com.freereader.mianfeitao,1,0,0.0
com.frego.flashlight,4,1,0.25
com.freshideas.airindex,1,0,0.0
com.fsc.civetphone,1,0,0.0
com.fsk.fzf.fkd,1,1,1.0
com.fszx.fssk,1,0,0.0
com.fszx.jinhuamj,2,1,0.5
com.fszx.shisandao,2,1,0.5
com.ft.lhb,1,1,1.0
com.ftaro.music.nearme.gamecenter,1,0,0.0
com.fuguiyule.happy18704,1,1,1.0
com.fuguiyule.happy18778,1,1,1.0
com.fuhao.activity,1,0,0.0
com.fuiou.courier,2,0,0.0
com.fuiou.mgr,5,1,0.2
com.fujian.daily,1,0,0.0
com.fujicubesoft.ManyBricksBreaker,1,0,0.0
com.fulong.qianbaobao,1,0,0.0
com.fumi.cashmall,1,0,0.0
com.funcity.taxi.passenger,3,0,0.0
com.fungames.sniper3d.kyx.m,1,0,0.0
com.funi.cloudcode,1,0,0.0
com.funplus.kingofavalon,1,0,0.0
com.funshion.video.mobile,4,1,0.25
com.funshion.video.player,97,18,0.18556701030927836
com.fuqiushan.yinyuandaivivo,1,0,0.0
com.futuredial.idevicecloud,2,0,0.0
com.futurestar.mkmyle,5,2,0.4
com.futurewei.ecens.mocalite,4,2,0.5
com.fuyaogroup.joywok,1,0,0.0
com.fuyin.fullcard,1,0,0.0
com.fuyin.lmyq,2,1,0.5
com.fuyuncc.jiuyaoddz,1,0,0.0
com.fw.gps.lhyk,1,1,1.0
com.fw.gps.yiwenneutral,2,0,0.0
com.fw.skdz,1,0,0.0
com.fw.upgrade,75,18,0.24
com.fw.upgrade.sysoper,75,18,0.24
com.fw.xc,1,0,0.0
com.fwangame.magicrun.nearme.gamecenter,1,0,0.0
com.fwb.kh,1,0,0.0
com.fx678.finace,1,1,1.0
com.fxfenxiaoqianbao.merchantandroidclient,1,0,0.0
com.fxft.jjcarwifi,1,0,0.0
com.fxicrazy.sjml,1,1,1.0
com.fxj.merchant,1,0,0.0
com.fxkj.huabei,1,0,0.0
com.fxphone,1,0,0.0
com.fy.mobilepreloader,1,0,0.0
com.fy.tnzbsq,4,0,0.0
com.fy.twfy.xiyou,2,1,0.5
com.fydtugou.loan,5,2,0.4
com.fyusion.fyuse,32,4,0.125
com.fyusion.sdk,31,5,0.16129032258064516
com.fzcx.supercoach.assistant,1,0,0.0
com.fzisen.app51zxw,4,1,0.25
com.g_zhang.BVCAM,1,0,0.0
com.gacy.lights,1,0,0.0
com.gaea.wdzz.dangle,1,1,1.0
com.gaf.wqgz.KDL,1,1,1.0
com.gaiay.mobilecard,1,0,0.0
com.gailun.ns,1,0,0.0
com.gaishiqunying,1,0,0.0
com.galaxy.stock,1,0,0.0
com.galeapp.youhuijuanmc,1,1,1.0
com.galenleo.qrmaster,2,0,0.0
com.game.caohuagjjp,1,0,0.0
com.game.carapp0019yeliao,1,0,0.0
com.game.carapp0026123,1,1,1.0
com.game.ljxl.manling,1,0,0.0
com.game.motionelf,3,1,0.3333333333333333
com.game.nbwdwcus,1,1,1.0
com.game.sgz.vivo,1,0,0.0
com.game.star,1,1,1.0
com.game.yqshqm,1,0,0.0
com.game316.plaza,1,0,0.0
com.game37.bayechuanqi,1,0,0.0
com.game469.fishing.vivo,1,0,0.0
com.game99qp.baoding,1,0,0.0
com.gameabc.sgspad,2,0,0.0
com.gameabc.zhanqiAndroid,5,0,0.0
com.gamebox.kingHD,1,0,0.0
com.gamebox.kingzhihuiyun,1,0,0.0
com.gamedo.hlw.huawei,1,1,1.0
com.gamedo.hlw.jj,5,0,0.0
com.gamefun.android.aqmj,1,0,0.0
com.gamelaoyou.lddlmj,1,1,1.0
com.gameley.runningman3.vivo,1,0,0.0
com.gameley.tar2.oppo,1,1,1.0
com.gameloft.android.ANMP.GloftA8HM,1,0,0.0
com.gameloft.android.ANMP.GloftDKEG.samsung,1,0,0.0
com.gameloft.android.ANMP.GloftDMCN,5,2,0.4
com.gamer.xcg.qp.da,1,1,1.0
com.games.hc.acing.nearme.gamecenter,1,0,0.0
com.games.hc.acing.vivo,1,1,1.0
com.games.tuhaojinqipai,3,0,0.0
com.games168.game,1,0,0.0
com.gamestar.perfectpiano,1,1,1.0
com.gamestar.pianoperfect,1,0,0.0
com.gamm.mobile,2,0,0.0
com.gamm.mobileSafeAssistant,2,0,0.0
com.gangtongjr.gtgw,2,0,0.0
com.gangyun.beautysnap,1,0,0.0
com.gangyun.makeup,1,0,0.0
com.gangzhousc,1,0,0.0
com.ganji.android,70,16,0.22857142857142856
com.ganji.android.haoche_c,36,6,0.16666666666666666
com.ganten.qingnqbdk,1,1,1.0
com.gaogulou.forum,1,0,0.0
com.gaoxin.hnxmj,1,0,0.0
com.gateio.gateio,1,0,0.0
com.gau.go.launcherex,1,0,0.0
com.gawd.jdcm,1,0,0.0
com.gb.gongwuyuan,1,0,0.0
com.gbcom.gwifi,1,0,0.0
com.gbits.GameAssistant,1,0,0.0
com.gbits.atm.leiting,1,0,0.0
com.gbits.atm.mi,1,1,1.0
com.gbits.atm.uc,1,0,0.0
com.gbits.atm.vivo,2,1,0.5
com.gbtv.phonelive,2,0,0.0
com.gcs.wang.loan,1,0,0.0
com.gd.gdxykapplication,2,0,0.0
com.gd.mobicore.pa,182,48,0.26373626373626374
com.gd.siapp,2,2,1.0
com.gdctl0000,2,0,0.0
com.gdjieyang.xianlai,1,1,1.0
com.gdswww.wzlyapplication,1,0,0.0
com.gdtel.eshore.socialmanagernew,1,0,0.0
com.gdyd.qmwallet,1,0,0.0
com.geek.chenming.shengangtong,1,0,0.0
com.geenk.zto.sys,1,0,0.0
com.geetol_qq,1,0,0.0
com.geeyep.games.landlord.qh360,1,0,0.0
com.geili.koudai,1,0,0.0
com.gele.mryan.quanminzhibo,1,0,0.0
com.gemo.kinth.checkin,1,0,0.0
com.generagames.tdskullcastledefense,1,0,0.0
com.generalichina.ePolicy,2,0,0.0
com.genshuixue.student,1,0,0.0
com.geo.cashcow,1,0,0.0
com.geto.i28days,1,0,0.0
com.gevek.appstore,2,0,0.0
com.gewara,2,0,0.0
com.gexing.ui,1,1,1.0
com.gf.client,6,1,0.16666666666666666
com.gfkj.credit,1,1,1.0
com.ggeye.jiakao.api,1,0,0.0
com.ggeye.kaoshi.gwy,1,0,0.0
com.gggame.ddz,1,0,0.0
com.gggame.guagua,5,1,0.2
com.gggame.maguizhou,2,1,0.5
com.gggame.pk,1,1,1.0
com.gggame.pokerwk,1,0,0.0
com.gggame.scma,1,0,0.0
com.gggame.shanxi3,1,1,1.0
com.gh.alipayprovider,1,1,1.0
com.gh.gamecenter,1,1,1.0
com.ghgame.dlmj,1,0,0.0
com.ghost.movieheaven,1,0,0.0
com.giantkunshan.giant,1,1,1.0
com.gift.android,9,0,0.0
com.gionee.accelerating,1,0,0.0
com.gionee.account,45,11,0.24444444444444444
com.gionee.amimark,11,2,0.18181818181818182
com.gionee.amisystem,44,11,0.25
com.gionee.amisystem.yourpage,22,5,0.22727272727272727
com.gionee.anti.stolen,45,11,0.24444444444444444
com.gionee.aora.market,43,10,0.23255813953488372
com.gionee.aora.numarea,2,0,0.0
com.gionee.appclone,16,4,0.25
com.gionee.appcloneshare,8,2,0.25
com.gionee.applockplugin,14,6,0.42857142857142855
com.gionee.assistant,3,1,0.3333333333333333
com.gionee.audioeffect,31,8,0.25806451612903225
com.gionee.autommi,45,11,0.24444444444444444
com.gionee.bluetooth,45,11,0.24444444444444444
com.gionee.change,45,11,0.24444444444444444
com.gionee.change.engine.vlife,30,4,0.13333333333333333
com.gionee.client,22,7,0.3181818181818182
com.gionee.cloud.gpe,45,11,0.24444444444444444
com.gionee.customerhelper,45,11,0.24444444444444444
com.gionee.dataghost,45,11,0.24444444444444444
com.gionee.devtools.main,2,0,0.0
com.gionee.encryptspace,31,9,0.2903225806451613
com.gionee.factorytests,11,3,0.2727272727272727
com.gionee.filemanager,45,11,0.24444444444444444
com.gionee.finger.unlock,1,0,0.0
com.gionee.flashlight,1,0,0.0
com.gionee.floatingtouch,44,10,0.22727272727272727
com.gionee.gallery,45,11,0.24444444444444444
com.gionee.gnencrypt,1,0,0.0
com.gionee.gngalleryeditor,1,0,0.0
com.gionee.gnhotknot,1,0,0.0
com.gionee.gnservice,45,11,0.24444444444444444
com.gionee.gnwakeup,39,11,0.28205128205128205
com.gionee.gsp,45,11,0.24444444444444444
com.gionee.im,17,7,0.4117647058823529
com.gionee.kidshome,36,9,0.25
com.gionee.live,7,3,0.42857142857142855
com.gionee.logger,5,1,0.2
com.gionee.longscreenshot,45,11,0.24444444444444444
com.gionee.mmitest,22,7,0.3181818181818182
com.gionee.multiwindow,21,7,0.3333333333333333
com.gionee.newfunctool,3,1,0.3333333333333333
com.gionee.note,45,11,0.24444444444444444
com.gionee.os.autooldtest,1,1,1.0
com.gionee.paymentsafetybox,10,3,0.3
com.gionee.phoneguide,4,1,0.25
com.gionee.phonemanager,1,0,0.0
com.gionee.powersaver.launcher,43,11,0.2558139534883721
com.gionee.providers.fingerprintinfo,11,1,0.09090909090909091
com.gionee.providers.weather,12,2,0.16666666666666666
com.gionee.regservice,3,1,0.3333333333333333
com.gionee.ringtone,45,11,0.24444444444444444
com.gionee.schedulePower,5,1,0.2
com.gionee.screenrecorder,30,10,0.3333333333333333
com.gionee.secretary,24,9,0.375
com.gionee.secureime,11,3,0.2727272727272727
com.gionee.security,8,2,0.25
com.gionee.securitydetection,29,9,0.3103448275862069
com.gionee.setting.adapter.wifi,45,11,0.24444444444444444
com.gionee.settings.web,28,9,0.32142857142857145
com.gionee.setupwizard,45,11,0.24444444444444444
com.gionee.sidebar,3,1,0.3333333333333333
com.gionee.smartstay,44,11,0.25
com.gionee.softmanager,44,11,0.25
com.gionee.systemmanager,44,11,0.25
com.gionee.telepath,45,11,0.24444444444444444
com.gionee.travel,32,9,0.28125
com.gionee.vfit.financemanager,15,4,0.26666666666666666
com.gionee.video,45,11,0.24444444444444444
com.gionee.videoedit,25,6,0.24
com.gionee.videoedit.slowmotion,3,0,0.0
com.gionee.videohall,7,2,0.2857142857142857
com.gionee.wallet,4,0,0.0
com.gionee.wlandirect,5,1,0.2
com.gionee.www.healthy,33,10,0.30303030303030304
com.girls.eyemakeup,1,0,0.0
com.gismart.guitar.tuner,1,0,0.0
com.github.shadowsocks,1,0,0.0
com.gitvdemo.video,1,1,1.0
com.giventoday.customerapp,4,2,0.5
com.giveu.shoppingmall,4,3,0.75
com.gjj.shebao,1,0,0.0
com.gjj51.housingfund.chongqin,1,0,0.0
com.gjs.gjsyy,1,0,0.0
com.glavesoft.ly.main,1,0,0.0
com.glkj.antcost,1,0,0.0
com.glkj.delightstage,1,0,0.0
com.glkj.eggcolorful,3,0,0.0
com.glkj.riceroom,2,2,1.0
com.glkj.sesameaustrian,2,1,0.5
com.glkj.voyagewallet,1,0,0.0
com.glkj.weekwallet,2,0,0.0
com.glkj.wintreasure,1,0,0.0
com.globalagency,1,0,0.0
com.globalscanner,7,0,0.0
com.glodon.drawingexplorer,22,5,0.22727272727272727
com.glodon.norm,1,0,0.0
com.glodon.photoexplorer,1,0,0.0
com.gloud.phonehelper,1,0,0.0
com.glutenfreegames.bearsimulator,1,0,0.0
com.glutenfreegames.catsimulator,1,0,0.0
com.glutenfreegames.catsimulatorgames,2,1,0.5
com.glutenfreegames.cheetahsimulator,1,0,0.0
com.glutenfreegames.crocodilesimulator,1,0,0.0
com.glutenfreegames.dogsimulator,1,0,0.0
com.glutenfreegames.eaglesimulator,1,0,0.0
com.glutenfreegames.elephantsimulator,1,0,0.0
com.glutenfreegames.griffinsimulator,1,0,0.0
com.glutenfreegames.horsesimulator,1,0,0.0
com.glutenfreegames.lionsimulator,1,0,0.0
com.glutenfreegames.panthersimulator,1,0,0.0
com.glutenfreegames.polarbearsimulator,2,0,0.0
com.glutenfreegames.sabertoothsimulator,1,0,0.0
com.glutenfreegames.scorpionsimulator,1,0,0.0
com.glutenfreegames.sharksimulator,2,0,0.0
com.glutenfreegames.snakesimulator,1,0,0.0
com.glutenfreegames.snowleopardsimulator,1,0,0.0
com.glutenfreegames.snowleopardsmulatorgames,1,1,1.0
com.glutenfreegames.wolfsimulatortwo,1,0,0.0
com.gn.drivingpattern,4,1,0.25
com.gnet.onemeeting,1,0,0.0
com.gnss.power,489,124,0.25357873210633947
com.godinsec.godinsec_private_space,1,1,1.0
com.godslanding.qifan.mjl,2,0,0.0
com.gogobids.flash,1,0,0.0
com.gold.palm.kitchen,2,1,0.5
com.goldcard.igas,1,0,0.0
com.goldccm.goldccmapp,8,3,0.375
com.gome.eshopnew,3,2,0.6666666666666666
com.gomejr.icash,176,46,0.26136363636363635
com.gomejr.myf2,2,2,1.0
com.gomemyc.mylc.android,9,0,0.0
com.gongju.zhengxin3,1,1,1.0
com.gongxiangfu.wallet,1,0,0.0
com.gongzhujiekuan,1,0,0.0
com.gonsz.dgjqxc,6,2,0.3333333333333333
com.goodchef.liking,1,0,0.0
com.goodix.fido.asm,4,0,0.0
com.goodix.fingerprint,123,27,0.21951219512195122
com.goodix.gftest,35,4,0.11428571428571428
com.goodix.rawdata,196,46,0.23469387755102042
com.goodix.test,20,7,0.35
com.goodjob,1,0,0.0
com.goodluck.qianming,1,0,0.0
com.google.android.apps.authenticator,2,0,0.0
com.google.android.apps.authenticator2,3,0,0.0
com.google.android.apps.docs,2,0,0.0
com.google.android.apps.docs.editors.docs,1,0,0.0
com.google.android.apps.docs.editors.sheets,1,0,0.0
com.google.android.apps.docs.editors.slides,1,0,0.0
com.google.android.apps.maps,3,1,0.3333333333333333
com.google.android.apps.messaging,1,0,0.0
com.google.android.apps.pdfviewer,72,18,0.25
com.google.android.apps.photos,2,0,0.0
com.google.android.apps.photos.scanner,1,0,0.0
com.google.android.apps.tachyon,1,0,0.0
com.google.android.apps.translate,5,1,0.2
com.google.android.apps.work.oobconfig,1,0,0.0
com.google.android.backuptransport,158,38,0.24050632911392406
com.google.android.calendar,1,0,0.0
com.google.android.configupdater,158,38,0.24050632911392406
com.google.android.ext.services,297,68,0.22895622895622897
com.google.android.ext.shared,297,68,0.22895622895622897
com.google.android.feedback,4,0,0.0
com.google.android.gm,4,0,0.0
com.google.android.gms,331,87,0.2628398791540785
com.google.android.googlequicksearchbox,4,0,0.0
com.google.android.gsf,714,192,0.2689075630252101
com.google.android.gsf.login,633,170,0.2685624012638231
com.google.android.ims,1,0,0.0
com.google.android.inputmethod.korean,1,0,0.0
com.google.android.inputmethod.pinyin,18,1,0.05555555555555555
com.google.android.instantapps.supervisor,2,0,0.0
com.google.android.marvin.talkback,409,95,0.23227383863080683
com.google.android.onetimeinitializer,162,40,0.24691358024691357
com.google.android.packageinstaller,14,5,0.35714285714285715
com.google.android.packageinstalleroverlay,1,0,0.0
com.google.android.partnersetup,159,38,0.2389937106918239
com.google.android.play.games,1,0,0.0
com.google.android.printservice.recommendation,296,68,0.22972972972972974
com.google.android.setupwizard,2,0,0.0
com.google.android.syncadapters.calendar,623,163,0.26163723916532905
com.google.android.syncadapters.contacts,571,151,0.26444833625218916
com.google.android.talk,1,0,0.0
com.google.android.tts,9,2,0.2222222222222222
com.google.android.videos,2,0,0.0
com.google.android.wearable.app.cn,3,0,0.0
com.google.android.webview,1612,396,0.2456575682382134
com.google.android.youtube,4,0,0.0
com.google.earth,2,1,0.5
com.google.vr.vrcore,10,1,0.1
com.google.zxing.client.android,2,0,0.0
com.googosoft.ygqjas,1,0,0.0
com.goplaycn.googleinstall,4,2,0.5
com.gorkor.gk,1,0,0.0
com.gotokeep.keep,20,3,0.15
com.gou.zai.live,1,0,0.0
com.gov.cn,3,1,0.3333333333333333
com.gps.mobilegps,1,0,0.0
com.gpzjn.multplugin90,1,0,0.0
com.gr33nglade.villageandhills,1,1,1.0
com.grasp.checkin,1,0,0.0
com.greate.myapplication,346,90,0.26011560693641617
com.gree.GreeAndroidApp.GreeAndroidApp,1,1,1.0
com.green.ibook,1,1,1.0
com.greenLeaf.shop,4,0,0.0
com.greenbet.mobilebet.dafuhao,1,0,0.0
com.greenbet.mobilebet.dashuju,1,0,0.0
com.greenbet.mobilebet.feihuang,1,1,1.0
com.greenbet.mobilebet.huangjinhaian,1,0,0.0
com.greenbet.mobilebet.juhong,1,0,0.0
com.greenbet.mobilebet.tiankongcheng,1,0,0.0
com.greenbet.mobilebet.yihuang,1,0,0.0
com.greenblue.ui,1,0,0.0
com.greenline.guahao,3,0,0.0
com.greenline.palm.shanghaihongfangzi,1,0,0.0
com.greenpoint.android.mc10086.activity,281,65,0.2313167259786477
com.greentree.android,8,2,0.25
com.grimmer.kangmei,1,0,0.0
com.grt.wallet,1,0,0.0
com.gsdzz.union.huawei,1,0,0.0
com.gsma.rcs,3,0,0.0
com.gsmc.lehu,1,1,1.0
com.gsmc.long8,2,2,1.0
com.gsmc.longdu,2,2,1.0
com.gsmc.qianyi,1,1,1.0
com.gsmc.qile,1,1,1.0
com.gsmc.yahu,2,2,1.0
com.gsmc.youfa,1,1,1.0
com.gsmc.youle,1,1,1.0
com.gstarmc.android,22,5,0.22727272727272727
com.gtgj.view,25,9,0.36
com.gtsoft.KidsBrainFree,1,0,0.0
com.gtsoft.KidsChineseWorldFree,1,0,0.0
com.gtsoft.KidsPinYinfree,1,0,0.0
com.guandan.huawei,1,0,0.0
com.guandan.nearme.gamecenter,2,1,0.5
com.guandan.vivo,2,2,1.0
com.guangjun.fangdai,1,1,1.0
com.guanglei.stage.stageloan,2,1,0.5
com.guanjia.xueyuan,1,1,1.0
com.guanying.shisanzhang,1,0,0.0
com.guazi.newcar,8,1,0.125
com.gudianbiquge.ebook.app,1,1,1.0
com.gui.gui.chen.flash.light.one,1,0,0.0
