,uid,bad_app_num
759,2235741898764,114
760,2235744227372,111
761,2235745790511,109
762,2235751597452,123
763,2235754422319,139
764,2235756015259,15
765,2235771033576,119
766,2235771933520,17
767,2235778450693,68
768,2235780535559,105
769,2235781024249,118
770,2235786082931,141
771,2235790086896,77
772,2235790683069,44
773,2235791208395,137
774,2235791460679,125
775,2235791990422,132
776,2235795650118,37
777,2235797458685,102
778,2235797957411,99
779,2235798345297,157
780,2235801664282,121
781,2235802411931,42
782,2235803668223,36
783,2235805763848,126
784,2235806281861,109
785,2235807451721,113
786,2235808987148,128
787,2235811099348,108
788,2235811745032,108
789,2235817768396,21
790,2235820672955,40
791,2235821342960,124
792,2235823110813,72
793,2235823564157,119
794,2235825179640,54
795,2235825513847,135
796,2235845448037,29
797,2235855341142,118
798,2235857682486,131
799,2235861132226,121
800,2235861167219,116
801,2235865383040,15
802,2235866248747,125
803,2235866926543,120
804,2235867462138,19
805,2235867661879,109
806,2235867830984,129
807,2235871744260,130
808,2235873146165,118
809,2235873466974,96
810,2235875855796,117
811,2235877097306,118
812,2235877330316,123
813,2235878569960,142
814,2235880345870,125
815,2235880665847,67
816,2235883698937,34
817,2235884654812,108
818,2235886177935,89
819,2235887452089,150
820,2235887668900,16
821,2235888388811,121
822,2235889844896,126
823,2235896009344,93
824,2235897295136,33
825,2235898135546,109
826,2235900632318,100
827,2235900935498,119
828,2235901593661,111
829,2235903351218,35
830,2235903537353,116
831,2235908448636,26
832,2235910048613,122
833,2235910601274,30
834,2235910697660,117
835,2235913887201,60
836,2235916182415,111
837,2235917027052,106
838,2235918140569,15
839,2235925930076,136
840,2235931358048,148
841,2235944547747,66
842,2235946537197,128
843,2235947442727,105
844,2235948636516,129
845,2235949924766,113
846,2235950224982,140
847,2235951902959,111
848,2235952664476,130
849,2235952675214,112
850,2235953781266,29
851,2235954673410,92
852,2235958285139,121
853,2235961120770,135
854,2235961883246,128
855,2235961942361,127
856,2235962486234,42
857,2235963023143,125
858,2235963215400,123
859,2235963850276,74
860,2235963971234,121
861,2235965318971,123
862,2235965939433,133
863,2235966432216,137
864,2235966490306,20
865,2235967095144,25
866,2235967810819,134
867,2235968243799,22
868,2235968330587,126
869,2235969392771,122
870,2235969484715,112
871,2235970128261,56
872,2235971041332,116
873,2235971903521,31
874,2235972848227,26
875,2235975582180,106
876,2235975607864,105
877,2235976603798,18
878,2235976826184,129
879,2235977130755,110
880,2235978879718,134
881,2235979121819,111
882,2235984855424,138
883,2235985647679,113
884,2235986458983,134
885,2235987139390,121
886,2235992012711,144
887,2235992787889,43
888,2235992840507,42
889,2235993563345,20
890,2236000571484,104
891,2236019895079,39
892,2236033715836,149
893,2236034776342,126
894,2236035855002,109
895,2236038205229,36
896,2236039680748,132
897,2236040721499,105
898,2236040733296,20
899,2236041074857,15
900,2236042077900,36
901,2236042229815,131
902,2236043318846,121
903,2236043949358,28
904,2236044235578,107
905,2236045050103,123
906,2236045769927,124
907,2236046068917,134
908,2236046309172,89
909,2236046881380,28
910,2236047648886,134
911,2236047664806,121
912,2236048941553,30
913,2236049878536,32
914,2236049930883,23
915,2236051338397,118
916,2236051532143,118
917,2236052116000,126
918,2236052416663,94
919,2236052577085,118
920,2236053351264,34
921,2236053389986,124
922,2236054109289,39
923,2236054485933,142
924,2236054835533,121
925,2236055593898,124
926,2236055896776,121
927,2236056064439,113
928,2236056571744,115
929,2236057480395,122
930,2236057675149,129
931,2236058221981,95
932,2236058539881,113
933,2236059620939,86
934,2236059895728,41
935,2236060393849,125
936,2236060800296,81
937,2236061268432,117
938,2236061855188,119
939,2236061974812,105
940,2236062694274,138
941,2236062997126,113
942,2236063610048,110
943,2236064755303,64
944,2236065084875,112
945,2236066349288,131
946,2236066848525,110
947,2236067223136,29
948,2236068446752,36
949,2236070596214,135
950,2236071027311,17
951,2236071648673,121
952,2236073337017,120
953,2236074202972,99
954,2236077868676,24
955,2236079652992,131
956,2236079991923,113
957,2236080289614,135
958,2236081406933,131
959,2236082672941,49
960,2236085134922,109
961,2236090226295,98
962,2236090535975,23
963,2236092375465,109
964,2236092969401,126
965,2236093601452,111
966,2236094487925,113
967,2236096010384,131
968,2236096767789,137
969,2236110295716,122
970,2236112185957,112
971,2236116031142,17
972,2236116487122,127
973,2236117914134,115
974,2236118867966,126
975,2236120453493,97
976,2236122377282,29
977,2236123751007,129
978,2236124147337,38
979,2236124566278,20
980,2236125618990,21
981,2236126426892,123
982,2236126435608,20
983,2236127009346,123
984,2236127661397,80
985,2236128109863,127
986,2236128486073,115
987,2236128569638,102
988,2236128695815,130
989,2236129281900,131
990,2236129486914,114
991,2236130395924,137
992,2236130501160,107
993,2236130616047,68
994,2236131221822,108
995,2236131752242,119
996,2236132030217,135
997,2236132109212,118
998,2236132974854,123
999,2236133012788,47
1000,2236133166846,131
1001,2236133579687,137
1002,2236133855923,85
1003,2236134509787,20
1004,2236134759390,113
1005,2236135202207,110
1006,2236135840979,119
1007,2236135867169,113
1008,2236136082644,121
1009,2236136362984,116
1010,2236136816438,128
1011,2236137083085,30
1012,2236137461484,116
1013,2236137667956,122
1014,2236138188380,117
1015,2236138374649,19
1016,2236138469748,104
1017,2236138588762,38
1018,2236139986017,93
1019,2236140161881,122
1020,2236140389919,118
1021,2236140813209,32
1022,2236140851506,137
1023,2236141439099,40
1024,2236141450902,80
1025,2236141587026,119
1026,2236141641781,33
1027,2236142355156,128
1028,2236143094733,81
1029,2236143099789,24
1030,2236143462210,124
1031,2236145168240,125
1032,2236145884000,118
1033,2236146798399,156
1034,2236146967996,120
1035,2236147048652,42
1036,2236147192492,23
1037,2236148446823,128
1038,2236148450538,111
1039,2236148477494,116
1040,2236148602319,119
1041,2236148889281,123
1042,2236148936367,18
1043,2236150143355,80
1044,2236150202064,113
1045,2236151597393,126
1046,2236152852752,132
1047,2236154367693,137
1048,2236156087512,30
1049,2236156826746,123
1050,2236157602266,54
1051,2236157778295,23
1052,2236158028849,19
1053,2236159124313,119
1054,2236160570320,127
1055,2236160741416,134
1056,2236162347816,102
1057,2236163174603,117
1058,2236163213552,130
1059,2236163401270,118
1060,2236164702100,121
1061,2236165609053,95
1062,2236167807970,23
1063,2236168067131,99
1064,2236168793164,121
1065,2236170211862,128
1066,2236170504819,15
1067,2236170633091,100
1068,2236172581804,95
1069,2236172865712,126
1070,2236173513093,124
1071,2236175215868,32
1072,2236177767603,36
1073,2236182121699,127
1074,2236203410673,121
1075,2236204586941,125
1076,2236205547533,20
1077,2236206844412,23
1078,2236208146158,22
1079,2236208590226,104
1080,2236209473805,129
1081,2236209818124,23
1082,2236210928606,134
1083,2236211471537,41
1084,2236211719116,51
1085,2236212247566,48
1086,2236212625734,30
1087,2236213608937,20
1088,2236213836528,125
1089,2236214243937,106
1090,2236214557533,134
1091,2236214922734,128
1092,2236215161134,108
1093,2236215280955,36
1094,2236215507929,23
1095,2236215808886,118
1096,2236216125157,111
1097,2236216420327,109
1098,2236216541855,34
1099,2236216578017,118
1100,2236216598829,42
1101,2236216641268,19
1102,2236216722371,136
1103,2236216886047,116
1104,2236217287684,128
1105,2236217352765,104
1106,2236217867570,121
1107,2236217947030,129
1108,2236218058327,129
1109,2236218094772,120
1110,2236218115397,101
1111,2236218378686,122
1112,2236218597282,115
1113,2236218641157,51
1114,2236218927824,129
1115,2236219190374,133
1116,2236219411773,124
1117,2236219733122,94
1118,2236219975691,110
1119,2236220215544,128
1120,2236220256497,107
1121,2236220260605,98
1122,2236221338713,118
1123,2236221372437,24
1124,2236221821547,28
1125,2236222147996,128
1126,2236222855257,82
1127,2236222863105,117
1128,2236222914800,39
1129,2236222937732,132
1130,2236223211123,96
1131,2236223233982,138
1132,2236223328683,20
1133,2236223386065,108
1134,2236223575636,38
1135,2236223734696,105
1136,2236224277699,114
1137,2236224283107,136
1138,2236224398020,29
1139,2236224874704,121
1140,2236225631833,119
1141,2236225684543,126
1142,2236226310859,67
1143,2236226716670,25
1144,2236227981078,122
1145,2236228011384,105
1146,2236228526229,122
1147,2236228944870,136
1148,2236228961789,143
1149,2236229536844,132
1150,2236229795369,118
1151,2236230340922,126
1152,2236230508925,35
1153,2236230732207,24
1154,2236231439077,20
1155,2236231539220,104
1156,2236231600125,56
1157,2236231963219,24
1158,2236232475686,26
1159,2236232779796,109
1160,2236232859358,80
1161,2236232934718,124
1162,2236233284078,121
1163,2236233546305,17
1164,2236234108535,121
1165,2236234412567,89
1166,2236234430783,123
1167,2236235044225,16
1168,2236236336909,38
1169,2236236371876,112
1170,2236236864914,130
1171,2236237004488,108
1172,2236237199045,67
1173,2236237248384,31
1174,2236237498850,99
1175,2236239215892,119
1176,2236239248852,117
1177,2236240736405,125
1178,2236241103104,103
1179,2236242052303,115
1180,2236242524028,111
1181,2236243129275,135
1182,2236243470080,87
1183,2236243664197,126
1184,2236243709384,27
1185,2236244232781,131
1186,2236246031349,144
1187,2236247960857,25
1188,2236250265631,119
1189,2236251469107,20
1190,2236251880118,104
1191,2236252441020,150
1192,2236252788519,31
1193,2236253953244,125
1194,2236254863481,121
1195,2236255106527,26
1196,2236255361977,12
1197,2236255527809,106
1198,2236256599925,119
1199,2236256947989,16
1200,2236260703031,140
1201,2236260853552,75
1202,2236261188788,83
1203,2236262518998,28
1204,2236264616608,126
1205,2236265185432,128
1206,2236265576401,116
1207,2236272207457,105
1208,2236275870353,116
1209,2236286315686,117
1210,2236288740809,128
1211,2236289066351,18
1212,2236290606699,141
1213,2236290955229,111
1214,2236291014343,108
1215,2236291098995,114
1216,2236295028915,128
1217,2236295119099,64
1218,2236295905555,130
1219,2236296612372,40
1220,2236297637218,122
1221,2236298029195,27
1222,2236298123358,129
1223,2236298624335,29
1224,2236298639266,119
1225,2236298934781,124
1226,2236299071880,49
1227,2236300117613,14
1228,2236300135901,122
1229,2236300829703,105
1230,2236300871126,149
1231,2236300877045,127
1232,2236301031822,121
1233,2236301064013,110
1234,2236301266816,23
1235,2236301395884,46
1236,2236301596080,103
1237,2236302594432,20
1238,2236303267870,126
1239,2236303779088,120
1240,2236304147170,112
1241,2236304432355,18
1242,2236306379164,20
1243,2236306385511,118
1244,2236306924661,115
1245,2236307050950,27
1246,2236307692703,119
1247,2236308071404,43
1248,2236308092751,26
1249,2236308127123,36
1250,2236308475280,120
1251,2236308674178,78
1252,2236309391553,109
1253,2236311014312,101
1254,2236311192012,115
1255,2236311418337,77
1256,2236311851278,116
1257,2236312711588,112
1258,2236313147762,67
1259,2236313460299,151
1260,2236313865121,114
1261,2236314087220,125
1262,2236314820872,100
1263,2236315781510,32
1264,2236315892804,30
1265,2236317030179,61
1266,2236317134331,23
1267,2236317343660,134
1268,2236318229365,59
1269,2236318651549,16
1270,2236320075596,29
1271,2236320460755,127
1272,2236320875765,15
1273,2236321161360,32
1274,2236321168258,32
1275,2236321997465,117
1276,2236322478825,17
1277,2236322815262,138
1278,2236323014368,110
1279,2236323749029,114
1280,2236323956235,114
1281,2236325271472,20
1282,2236325810873,94
1283,2236326788225,124
1284,2236326892550,116
1285,2236328207343,15
1286,2236328246961,113
1287,2236328513071,124
1288,2236329212384,117
1289,2236330468335,117
1290,2236331145115,117
1291,2236331165576,123
1292,2236332144373,126
1293,2236332699371,120
1294,2236333202295,124
1295,2236333776095,120
1296,2236333937801,39
1297,2236334487870,117
1298,2236334981229,25
1299,2236335045466,114
1300,2236336021151,108
1301,2236336279935,132
1302,2236336536486,91
1303,2236337871827,13
1304,2236338151976,119
1305,2236339308676,113
1306,2236341109323,104
1307,2236341567476,21
1308,2236344231283,123
1309,2236344847776,23
1310,2236344970398,134
1311,2236345421113,24
1312,2236346576165,24
1313,2236347232071,62
1314,2236349601915,99
1315,2236350588931,56
1316,2236350743964,123
1317,2236352509683,33
1318,2236354843408,27
1319,2236356708912,24
1320,2236363609044,119
1321,2236373869128,108
1322,2236374029405,39
1323,2236374704151,120
1324,2236377095746,63
1325,2236378646099,91
1326,2236379422998,10
1327,2236379799907,65
1328,2236380857154,40
1329,2236382011272,115
1330,2236383753911,16
1331,2236384864906,110
1332,2236385273956,104
1333,2236385436358,128
1334,2236386331532,28
1335,2236387491627,124
1336,2236387568742,41
1337,2236387602822,114
1338,2236387939913,93
1339,2236388069382,46
1340,2236388416487,105
1341,2236388831110,121
1342,2236389627178,123
1343,2236389651702,154
1344,2236389670970,128
1345,2236390292514,104
1346,2236390666137,111
1347,2236390809388,17
1348,2236391565549,57
1349,2236391624689,118
1350,2236392123739,127
1351,2236392750017,129
1352,2236393049591,127
1353,2236394140169,90
1354,2236394308612,110
1355,2236394848370,22
1356,2236395380700,129
1357,2236396564818,111
1358,2236396576097,27
