,uid,bad_app_num
1359,2236397351823,131
1360,2236397425239,47
1361,2236397719628,23
1362,2236398402243,131
1363,2236398656521,122
1364,2236399241065,127
1365,2236399471609,124
1366,2236399509396,124
1367,2236399518066,114
1368,2236399980949,126
1369,2236400120870,111
1370,2236400539258,27
1371,2236400743989,9
1372,2236400896721,22
1373,2236401315778,16
1374,2236401516013,138
1375,2236401823833,118
1376,2236401958715,126
1377,2236402101507,126
1378,2236402648455,155
1379,2236403493545,21
1380,2236403626761,126
1381,2236404077624,122
1382,2236405483837,123
1383,2236405544475,105
1384,2236405582364,17
1385,2236405615412,128
1386,2236406670328,106
1387,2236407273392,131
1388,2236408070277,26
1389,2236408172142,110
1390,2236408562966,52
1391,2236408829471,119
1392,2236409163062,136
1393,2236411701014,120
1394,2236412356183,48
1395,2236413330572,118
1396,2236413530041,118
1397,2236413709170,120
1398,2236414755519,117
1399,2236415977260,121
1400,2236421768990,25
1401,2236422613868,113
1402,2236424659575,39
1403,2236425291386,24
1404,2236425443429,108
1405,2236425503308,134
1406,2236426358333,121
1407,2236427553837,115
1408,2236428005064,33
1409,2236429071106,84
1410,2236429228578,12
1411,2236430017375,131
1412,2236431409735,121
1413,2236432241418,113
1414,2236434974949,117
1415,2236438440269,117
1416,2236453911358,116
1417,2236462901602,114
1418,2236465863249,129
1419,2236466340159,40
1420,2236466342108,32
1421,2236466848718,25
1422,2236468024400,132
1423,2236468426605,24
1424,2236468560017,114
1425,2236468965374,28
1426,2236469316982,140
1427,2236470595640,117
1428,2236470646147,127
1429,2236470806981,111
1430,2236472451216,135
1431,2236472675287,128
1432,2236472978888,136
1433,2236473689446,129
1434,2236473806194,18
1435,2236474497657,112
1436,2236474524871,122
1437,2236474672709,106
1438,2236474793914,133
1439,2236474893876,136
1440,2236475471213,91
1441,2236475612130,100
1442,2236476205092,36
1443,2236476896098,29
1444,2236477321577,126
1445,2236477744205,118
1446,2236478346370,130
1447,2236478526415,126
1448,2236478703414,137
1449,2236479175229,123
1450,2236480373907,28
1451,2236481850463,115
1452,2236482381551,21
1453,2236484209945,127
1454,2236484708671,131
1455,2236485037316,126
1456,2236485669600,125
1457,2236485947310,40
1458,2236486302071,115
1459,2236486387420,28
1460,2236487056023,128
1461,2236487783780,124
1462,2236489098004,116
1463,2236490604349,80
1464,2236491752088,129
1465,2236491920221,9
1466,2236491984108,132
1467,2236494617303,135
1468,2236494839931,83
1469,2236495324735,131
1470,2236496874937,120
1471,2236500435217,38
1472,2236504067265,131
1473,2236504364125,24
1474,2236505983341,102
1475,2236506022981,131
1476,2236506463355,128
1477,2236507062510,111
1478,2236507804394,99
1479,2236508268053,112
1480,2236508297982,120
1481,2236513821105,102
1482,2236513950647,108
1483,2236517748836,33
1484,2236517943984,136
1485,2236518281286,128
1486,2236519288844,23
1487,2236520470834,140
1488,2236521199823,109
1489,2236549542027,136
1490,2236550893510,118
1491,2236551742052,115
1492,2236551843437,108
1493,2236552541426,81
1494,2236553308380,144
1495,2236555604192,126
1496,2236556044605,120
1497,2236557744313,60
1498,2236558775212,127
1499,2236559078303,112
1500,2236559503801,94
1501,2236560389359,120
1502,2236560766350,125
1503,2236562266953,58
1504,2236563724879,28
1505,2236564232353,35
1506,2236564748713,136
1507,2236564979174,140
1508,2236565378696,129
1509,2236565428660,107
1510,2236565836434,118
1511,2236566199600,126
1512,2236566506841,121
1513,2236567035565,102
1514,2236568152207,27
1515,2236570978862,122
1516,2236571443765,115
1517,2236571575969,70
1518,2236572081038,118
1519,2236574562578,111
1520,2236575685486,121
1521,2236576457084,132
1522,2236577021325,21
1523,2236577103248,112
1524,2236577129423,20
1525,2236577329290,102
1526,2236577491999,17
1527,2236580483219,107
1528,2236581765640,148
1529,2236581989232,61
1530,2236583318047,94
1531,2236583807686,128
1532,2236586422459,127
1533,2236589262600,20
1534,2236590089163,109
1535,2236590288529,128
1536,2236592951915,136
1537,2236594401694,122
1538,2236596971137,120
1539,2236597850518,114
1540,2236601586531,107
1541,2236601630525,133
1542,2236602541402,65
1543,2236602811393,19
1544,2236604097998,31
1545,2236604137434,34
1546,2236605280785,136
1547,2236605850702,27
1548,2236606065921,126
1549,2236611426854,137
1550,2236612671204,13
1551,2236628647954,31
1552,2236634617132,120
1553,2236640509741,136
1554,2236640722040,93
1555,2236641863590,25
1556,2236642955983,123
1557,2236644089003,20
1558,2236645175980,106
1559,2236645241052,21
1560,2236645334115,111
1561,2236645591145,129
1562,2236645691083,151
1563,2236645757706,129
1564,2236646140290,91
1565,2236646295107,73
1566,2236647020172,27
1567,2236647089312,65
1568,2236647617737,137
1569,2236647662525,93
1570,2236647939805,43
1571,2236650031015,85
1572,2236650232535,48
1573,2236650399361,20
1574,2236650536211,23
1575,2236651121552,98
1576,2236651482121,119
1577,2236651493569,9
1578,2236651880114,129
1579,2236651935632,99
1580,2236652388318,112
1581,2236652597831,18
1582,2236653033411,62
1583,2236653760284,137
1584,2236655715841,122
1585,2236655944743,42
1586,2236656352521,28
1587,2236657805310,109
1588,2236658160281,114
1589,2236658997199,28
1590,2236659698478,114
1591,2236660250560,27
1592,2236660463780,116
1593,2236664021997,143
1594,2236664372924,81
1595,2236664680182,128
1596,2236664769599,19
1597,2236666116223,24
1598,2236667349016,38
1599,2236667460005,35
1600,2236668182039,45
1601,2236668682197,108
1602,2236668690857,154
1603,2236668706095,120
1604,2236669147026,31
1605,2236669333551,19
1606,2236670835108,23
1607,2236671202867,110
1608,2236672203215,116
1609,2236673711001,150
1610,2236674739493,145
1611,2236674820090,128
1612,2236676945308,120
1613,2236677959990,51
1614,2236678623317,44
1615,2236679000249,124
1616,2236683540753,127
1617,2236684136019,117
1618,2236688400533,111
1619,2236689086044,126
1620,2236690626997,18
1621,2236693864186,24
1622,2236694099313,14
1623,2236695107959,127
1624,2236695908536,27
1625,2236702704843,125
1626,2236704036781,135
1627,2236704951377,126
1628,2236708623931,28
1629,2236709381706,125
1630,2236709980499,131
1631,2236710774267,109
1632,2236714136650,143
1633,2236719402094,81
1634,2236719580442,132
1635,2236721955214,133
1636,2236722717367,115
1637,2236723596003,120
1638,2236724274068,121
1639,2236724813686,116
1640,2236726456109,121
1641,2236727683349,81
1642,2236727811710,129
1643,2236727860856,111
1644,2236729791302,111
1645,2236729896645,120
1646,2236729981779,15
1647,2236730042169,30
1648,2236730079916,119
1649,2236731223657,124
1650,2236731915227,39
1651,2236733009974,119
1652,2236733519078,118
1653,2236734667538,140
1654,2236734864266,20
1655,2236735028867,119
1656,2236735072983,84
1657,2236735186452,132
1658,2236735203428,135
1659,2236735312981,32
1660,2236735467654,127
1661,2236735729361,54
1662,2236736073015,29
1663,2236736103799,121
1664,2236737212465,119
1665,2236737818244,119
1666,2236738069545,46
1667,2236738085520,120
1668,2236738996180,108
1669,2236739669088,101
1670,2236740623618,22
1671,2236741690843,119
1672,2236741756536,133
1673,2236743130649,120
1674,2236743323860,119
1675,2236744189664,131
1676,2236744431767,140
1677,2236744530919,116
1678,2236745718637,67
1679,2236745954913,134
1680,2236746187472,122
1681,2236746414801,111
1682,2236746446036,100
1683,2236746491596,125
1684,2236746597256,103
1685,2236747098581,122
1686,2236747340911,111
1687,2236748810208,44
1688,2236749482446,119
1689,2236749691434,119
1690,2236750452570,21
1691,2236750744461,116
1692,2236752908371,134
1693,2236753215358,129
1694,2236753423578,127
1695,2236754298628,136
1696,2236754625799,23
1697,2236755079241,126
1698,2236756330900,108
1699,2236757272893,111
1700,2236757379681,137
1701,2236757902568,76
1702,2236759047604,121
1703,2236759062698,127
1704,2236759998715,113
1705,2236760857027,147
1706,2236760999196,126
1707,2236761255013,118
1708,2236762793170,130
1709,2236762955385,118
1710,2236764137121,109
1711,2236764678199,122
1712,2236764942561,121
1713,2236765293902,124
1714,2236765428324,112
1715,2236766407000,125
1716,2236766467746,119
1717,2236767235991,112
1718,2236767493486,49
1719,2236767623170,122
1720,2236768740083,22
1721,2236769561233,136
1722,2236770532868,121
1723,2236771770509,135
1724,2236772479241,61
1725,2236773246602,46
1726,2236774562657,45
1727,2236775890759,31
1728,2236779244620,33
1729,2236781011159,37
1730,2236782402622,139
1731,2236785067261,116
1732,2236787097534,129
1733,2236791397873,80
1734,2236795655422,12
1735,2236800853559,115
1736,2236805417244,135
1737,2236806909283,110
1738,2236806913849,42
1739,2236809344655,110
1740,2236809496144,20
1741,2236811708748,60
1742,2236811953450,122
1743,2236813543571,117
1744,2236814318776,129
1745,2236814970522,30
1746,2236816651739,119
1747,2236817161239,140
1748,2236817365719,119
1749,2236817675386,39
1750,2236818210497,119
1751,2236818797067,20
1752,2236819337820,139
1753,2236819444631,117
1754,2236819625415,98
1755,2236819744370,119
1756,2236820446392,118
1757,2236821367200,120
1758,2236821820964,134
1759,2236822077161,57
1760,2236822473774,114
1761,2236822565515,125
1762,2236822773650,38
1763,2236822920886,67
1764,2236823968077,44
1765,2236824030160,65
1766,2236824156612,25
1767,2236824211232,127
1768,2236824349295,139
1769,2236824524990,88
1770,2236824647700,33
1771,2236825316938,99
1772,2236825789072,110
1773,2236826594577,95
1774,2236826738650,141
1775,2236827716940,134
1776,2236828209787,120
1777,2236828946092,22
1778,2236829539071,121
1779,2236829749922,21
1780,2236830456334,36
1781,2236830769999,127
1782,2236831104689,114
1783,2236831148519,138
1784,2236831312357,19
1785,2236831597342,44
1786,2236832363200,113
1787,2236832429451,116
1788,2236832482898,32
1789,2236832661753,31
1790,2236832862029,137
1791,2236834172673,123
1792,2236834440385,134
1793,2236834594056,114
1794,2236835462825,48
1795,2236836535168,131
1796,2236837233175,106
1797,2236837548898,22
1798,2236838832125,29
1799,2236839751519,41
1800,2236840668080,20
1801,2236840873527,108
1802,2236841263137,125
1803,2236841687317,56
1804,2236842352388,25
1805,2236842518400,111
1806,2236842790533,65
1807,2236843397511,106
1808,2236844097269,83
1809,2236844897102,102
1810,2236847452422,19
1811,2236849635654,118
1812,2236851079754,118
1813,2236851588761,23
1814,2236852359135,18
1815,2236852968486,144
1816,2236853869237,128
1817,2236854043181,134
1818,2236855560109,118
1819,2236856663480,24
1820,2236857391602,115
1821,2236858008913,128
1822,2236860584036,26
1823,2236860718530,126
1824,2236860741144,85
1825,2236860768699,108
1826,2236860855633,106
1827,2236861005528,114
1828,2236861479537,21
1829,2236861825585,77
1830,2236862338261,122
1831,2236863845817,135
1832,2236866013698,114
1833,2236870830182,147
1834,2236870838469,130
1835,2236872113934,136
1836,2236875573241,99
1837,2236887423432,130
1838,2236888999896,24
1839,2236892509500,26
1840,2236892764106,30
1841,2236895417403,125
1842,2236896436769,107
1843,2236897267410,30
1844,2236898029422,23
1845,2236898986131,137
1846,2236899157991,121
1847,2236899225845,33
1848,2236899473520,24
1849,2236900634457,96
1850,2236900747098,121
1851,2236901213339,132
1852,2236901321123,24
1853,2236901746414,168
1854,2236904318092,132
1855,2236905632480,15
1856,2236905650337,27
1857,2236906273876,80
1858,2236906904964,45
1859,2236907068432,108
1860,2236907934672,107
1861,2236908529842,103
1862,2236908701017,130
1863,2236908987717,104
1864,2236909277674,32
1865,2236910337361,137
1866,2236910399767,138
1867,2236910826256,99
1868,2236912064962,122
1869,2236912183851,35
1870,2236913341044,128
1871,2236913738964,114
1872,2236914016604,120
1873,2236915133896,123
1874,2236915492121,31
1875,2236915543879,111
1876,2236915632431,24
1877,2236915821776,71
1878,2236916375051,121
1879,2236916792796,138
1880,2236917266992,128
1881,2236917269979,118
1882,2236918152767,119
1883,2236919128031,129
1884,2236919812704,124
1885,2236920231215,123
1886,2236920254847,144
1887,2236920538906,106
1888,2236921031918,104
1889,2236921548393,19
1890,2236921845211,140
1891,2236923019808,116
1892,2236923068663,131
1893,2236923837249,131
1894,2236924199566,39
1895,2236925458926,112
1896,2236925936249,136
1897,2236927720295,113
1898,2236928338951,116
1899,2236928787305,94
1900,2236928804155,125
1901,2236929560185,136
1902,2236930122550,136
1903,2236931985456,112
1904,2236933129546,130
1905,2236933934412,121
1906,2236936034143,120
1907,2236936526004,86
1908,2236939015951,138
1909,2236939357910,12
1910,2236939670773,33
1911,2236941215715,30
1912,2236941977174,34
1913,2236942402257,82
1914,2236943788671,20
1915,2236943982075,32
1916,2236944610668,61
1917,2236944670751,116
1918,2236945099578,134
1919,2236947442820,136
1920,2236948425042,139
1921,2236949942742,136
1922,2236951329591,118
1923,2236958608323,21
1924,2236959381885,135
1925,2236960127182,114
1926,2236960750906,127
1927,2236964920753,118
1928,2236980199219,140
1929,2236980543906,18
1930,2236981540535,113
1931,2236982317608,26
1932,2236985574292,49
1933,2236987848793,127
1934,2236988458177,108
1935,2236988652198,24
1936,2236989057444,30
1937,2236989401302,15
1938,2236989499440,130
1939,2236989567531,96
1940,2236989936787,36
1941,2236989964805,106
1942,2236990051334,121
1943,2236990505902,120
1944,2236990566058,89
1945,2236990973380,121
1946,2236991283254,35
1947,2236991651964,20
1948,2236991672649,122
1949,2236991966195,123
1950,2236992273523,33
1951,2236992445673,29
1952,2236992585508,106
1953,2236992626173,121
1954,2236993178987,30
1955,2236993341386,105
1956,2236993542500,130
1957,2236993731304,52
1958,2236993809111,135
1959,2236993850688,104
1960,2236994192516,118
1961,2236994301781,118
1962,2236994823660,127
1963,2236995178341,127
1964,2236996234537,123
1965,2236997193300,123
1966,2236997688903,125
1967,2236997836611,106
1968,2236997932058,123
1969,2236998203270,110
1970,2236998924149,131
1971,2236999478669,57
1972,2236999738260,116
1973,2237000184776,135
1974,2237000436097,99
1975,2237001019620,113
1976,2237001345877,18
1977,2237002228894,117
1978,2237002635282,109
1979,2237002781579,29
1980,2237003888532,113
1981,2237004715776,85
1982,2237005358653,134
1983,2237006300450,131
1984,2237006719631,29
1985,2237006775405,40
1986,2237007111151,130
1987,2237007962129,27
1988,2237008510832,108
1989,2237009114636,108
1990,2237009398408,116
1991,2237009552665,109
1992,2237009607273,124
1993,2237009753615,29
1994,2237010067420,136
1995,2237010285389,110
1996,2237010642701,122
1997,2237011140963,136
1998,2237011664977,146
1999,2237011692597,120
2000,2237012030866,45
2001,2237012144384,133
2002,2237012834390,104
2003,2237013504987,12
2004,2237013908174,117
2005,2237014767579,139
2006,2237015334138,110
2007,2237015442781,55
2008,2237015570654,99
2009,2237015693587,26
2010,2237016271123,42
2011,2237016812888,136
2012,2237017455374,18
2013,2237018300739,150
2014,2237018825867,9
2015,2237019088672,79
2016,2237019423884,57
2017,2237021958182,123
2018,2237022971577,139
2019,2237024253580,112
2020,2237025105911,116
2021,2237025325823,92
2022,2237025618932,125
2023,2237026809448,74
2024,2237030008571,118
2025,2237030240890,25
2026,2237030349186,117
2027,2237031831158,118
2028,2237032547272,80
2029,2237032702987,110
2030,2237032813783,120
2031,2237033586951,136
2032,2237034079564,12
2033,2237035649674,15
2034,2237035951220,52
2035,2237039635178,133
2036,2237041545078,134
2037,2237047680368,134
2038,2237056895434,141
2039,2237059030188,122
2040,2237060061046,25
2041,2237063176386,24
2042,2237063596994,108
2043,2237064383112,113
2044,2237064667341,114
2045,2237065654345,127
2046,2237065955480,126
2047,2237066316601,106
2048,2237066678154,106
2049,2237069471649,125
2050,2237070249944,118
2051,2237070635248,71
2052,2237071599597,132
2053,2237072058670,123
2054,2237073239097,133
2055,2237073563225,33
2056,2237073923577,95
2057,2237074134583,136
2058,2237074560817,123
2059,2237075558808,112
2060,2237076055724,111
2061,2237076249424,93
2062,2237076482397,115
2063,2237076861090,26
2064,2237077415220,33
2065,2237077636209,101
2066,2237078450826,120
2067,2237079036159,20
2068,2237079089369,111
2069,2237079101916,149
2070,2237079175358,105
2071,2237079182870,80
2072,2237079324107,30
2073,2237079477650,25
2074,2237079558133,113
2075,2237080327213,126
2076,2237080598129,24
2077,2237080943385,142
2078,2237081153292,17
2079,2237082270032,23
2080,2237082299385,124
2081,2237083167781,26
2082,2237083686083,36
2083,2237083729859,104
2084,2237084080774,110
2085,2237084126631,142
2086,2237085027340,122
2087,2237085409635,115
2088,2237085784454,130
2089,2237085862411,123
2090,2237086731765,130
2091,2237087606167,148
2092,2237088200920,122
2093,2237088336322,102
2094,2237088446013,38
2095,2237089020259,101
2096,2237089127978,111
2097,2237089131232,34
2098,2237089530492,129
2099,2237090211610,92
2100,2237090629959,128
2101,2237090953703,91
2102,2237091125706,16
2103,2237091205605,95
2104,2237091329849,34
2105,2237091771088,122
2106,2237091961966,120
2107,2237092399755,18
2108,2237094008086,140
2109,2237094417496,124
2110,2237094560682,88
2111,2237095055102,66
2112,2237097986021,43
2113,2237098041653,136
2114,2237098177848,118
2115,2237098486674,132
2116,2237098565024,102
2117,2237099067517,114
2118,2237100434176,114
2119,2237100883039,108
2120,2237101698045,26
2121,2237101944645,110
2122,2237108691763,129
2123,2237109046163,122
2124,2237109431124,118
2125,2237109723132,151
2126,2237110103591,111
2127,2237110737145,107
2128,2237110934700,125
2129,2237111116205,105
2130,2237111463633,25
2131,2237111648755,20
2132,2237111816552,100
2133,2237112490163,147
2134,2237112537368,100
2135,2237112698600,72
2136,2237113101670,134
2137,2237113367915,117
2138,2237114111568,101
2139,2237114276164,110
2140,2237115147470,128
2141,2237116225349,17
2142,2237116924345,25
2143,2237119160223,138
2144,2237119674673,122
2145,2237120942846,122
2146,2237121343619,122
2147,2237124590448,128
2148,2237124811937,109
2149,2237124965701,12
2150,2237126711236,29
2151,2237126867027,129
2152,2237129848812,120
2153,2237130467962,30
2154,2237133221920,50
2155,2237137079680,101
2156,2237139008722,126
2157,2237143011836,151
2158,2237152214455,129
2159,2237153766650,43
2160,2237155055584,141
2161,2237155219036,31
2162,2237156506779,47
2163,2237156942537,100
2164,2237157074563,128
2165,2237157560081,133
2166,2237157708805,26
2167,2237157854028,32
2168,2237157862910,121
2169,2237158053364,119
2170,2237158582903,141
2171,2237159106220,97
2172,2237159435715,75
2173,2237159848182,132
2174,2237160923812,21
2175,2237160958416,128
2176,2237161321588,125
2177,2237161470568,118
2178,2237161502589,144
2179,2237162298117,140
2180,2237162479724,30
2181,2237162594439,146
2182,2237162637948,113
2183,2237162692208,124
2184,2237162779274,16
2185,2237163412282,130
2186,2237163906237,120
2187,2237164450910,125
2188,2237165442249,91
2189,2237165615097,106
2190,2237165668520,33
2191,2237165810737,165
2192,2237166315896,31
2193,2237166413769,111
2194,2237166532405,22
2195,2237166695495,30
2196,2237167014670,114
2197,2237167060589,51
2198,2237167468462,110
2199,2237167820861,43
2200,2237167841220,121
2201,2237167945753,121
2202,2237167975728,83
2203,2237168240994,16
2204,2237168414684,120
2205,2237168694178,130
2206,2237168695259,40
2207,2237168706287,28
2208,2237168973376,104
2209,2237169806195,130
2210,2237170206758,32
2211,2237170503107,11
2212,2237171541608,19
2213,2237172011015,93
2214,2237172165182,29
2215,2237172749221,126
2216,2237172777914,130
2217,2237173493441,137
2218,2237173545648,25
2219,2237173880935,114
2220,2237173899655,103
2221,2237174824837,126
2222,2237175465335,24
2223,2237176017369,107
2224,2237176562095,106
2225,2237177280968,98
2226,2237177484326,107
2227,2237178318329,114
2228,2237178550268,141
2229,2237180046582,29
2230,2237180284400,127
2231,2237180435283,122
2232,2237180490393,14
2233,2237180634151,112
2234,2237180810425,108
2235,2237180829602,135
2236,2237181443526,32
2237,2237181837462,105
2238,2237182348082,123
2239,2237182811571,124
2240,2237183779313,134
2241,2237184858599,119
2242,2237185055432,29
2243,2237188004288,99
2244,2237188140726,40
2245,2237188332611,54
2246,2237188701415,106
2247,2237188758585,125
2248,2237189608622,130
2249,2237189927812,125
2250,2237190186990,21
2251,2237190659433,136
2252,2237190795661,144
2253,2237191219984,104
2254,2237191261355,31
2255,2237191382515,140
2256,2237191543081,14
2257,2237192236538,124
2258,2237192508088,147
2259,2237193738299,20
2260,2237194899948,14
2261,2237196068765,37
2262,2237196777908,140
2263,2237198076820,125
2264,2237199958757,96
2265,2237200143397,119
2266,2237200609213,29
2267,2237202844824,136
2268,2237203353379,131
2269,2237204863116,102
2270,2237206939329,128
2271,2237207530288,29
2272,2237209257808,45
2273,2237211616117,15
2274,2237214915976,158
2275,2237220075156,37
2276,2237221273109,17
2277,2237221995870,26
2278,2237224299871,43
2279,2237224989256,154
2280,2237227440058,30
2281,2237236841139,119
2282,2237237528567,146
2283,2237237655404,122
2284,2237238216147,123
2285,2237238919320,26
2286,2237241605242,17
2287,2237242165474,61
2288,2237242832056,120
2289,2237243044225,23
2290,2237243368177,31
2291,2237243545518,39
2292,2237244618331,115
2293,2237245034874,121
2294,2237245099878,134
2295,2237246051084,103
2296,2237246072618,132
2297,2237247027326,20
2298,2237247052286,127
2299,2237247274625,132
2300,2237247394029,131
2301,2237247609892,123
2302,2237247667554,104
2303,2237248014022,131
2304,2237249000638,122
2305,2237249800650,127
2306,2237250247477,181
2307,2237250322225,121
2308,2237250345579,30
2309,2237250453371,134
2310,2237251508846,27
2311,2237251627160,117
2312,2237251857379,109
2313,2237252063718,134
2314,2237252213147,120
2315,2237252333011,117
2316,2237252383647,128
2317,2237252722204,125
2318,2237252868490,109
2319,2237252913492,132
2320,2237252914879,110
2321,2237252979155,125
2322,2237253061508,116
2323,2237253190099,133
2324,2237253213476,113
2325,2237253389403,35
2326,2237253473742,137
2327,2237253922911,26
2328,2237254013207,133
2329,2237254072982,133
2330,2237254402263,141
2331,2237254752456,45
2332,2237255055811,122
2333,2237255170188,107
2334,2237255461251,119
2335,2237256005107,109
2336,2237256806603,14
2337,2237257325148,110
2338,2237257716586,123
2339,2237257953983,121
2340,2237258343111,122
2341,2237258686024,123
2342,2237259217067,121
2343,2237259399345,128
2344,2237259437165,119
2345,2237259965303,139
2346,2237260458222,130
2347,2237260645543,23
2348,2237260970542,124
2349,2237261766268,67
2350,2237262034001,124
2351,2237262052979,29
2352,2237262829446,101
2353,2237263168972,77
2354,2237264120001,11
2355,2237264331173,131
2356,2237264551324,100
2357,2237264637024,128
2358,2237264923356,131
2359,2237265142824,128
2360,2237265829158,115
2361,2237265831077,133
2362,2237266231332,23
2363,2237267084788,22
2364,2237267440789,114
2365,2237267624953,24
2366,2237267744351,31
2367,2237267919797,24
2368,2237268292599,15
2369,2237268326220,129
2370,2237268554965,15
2371,2237269106096,131
2372,2237269204385,23
2373,2237269373493,32
2374,2237269412964,145
2375,2237269422444,116
2376,2237270243962,96
2377,2237271126648,121
2378,2237271183555,66
2379,2237272025310,139
2380,2237272488754,129
2381,2237272844281,133
2382,2237273112682,128
2383,2237273364098,133
2384,2237273531035,116
2385,2237273712349,45
2386,2237274160131,32
2387,2237274335528,107
2388,2237274354442,131
2389,2237274555132,71
2390,2237275780898,28
2391,2237276126587,41
2392,2237276708277,27
2393,2237276949793,112
2394,2237278003793,132
2395,2237278166166,39
2396,2237278382168,127
2397,2237278469401,134
2398,2237278702590,115
2399,2237279676900,119
2400,2237279724540,30
2401,2237280608605,131
2402,2237280685599,107
2403,2237280761055,112
2404,2237280835964,51
2405,2237280987642,104
2406,2237281432885,125
2407,2237281554214,118
2408,2237281849984,42
2409,2237282670735,106
2410,2237282994107,23
2411,2237283831997,14
2412,2237284257595,117
2413,2237284845477,25
2414,2237285036019,123
2415,2237285183006,132
2416,2237285213598,126
2417,2237285881891,113
2418,2237286109928,30
2419,2237286333113,125
2420,2237286771460,123
2421,2237287141177,31
2422,2237288025503,24
2423,2237288265037,35
2424,2237288544548,21
2425,2237289127847,23
2426,2237289528985,17
2427,2237290005021,120
2428,2237290057465,111
2429,2237291381847,136
2430,2237291631825,79
2431,2237291862675,29
2432,2237292545445,82
2433,2237292633940,135
2434,2237293182306,112
2435,2237295179895,117
2436,2237296436922,128
2437,2237297252611,28
2438,2237298401885,127
2439,2237298534936,139
2440,2237298556765,46
2441,2237298747508,76
2442,2237299405464,126
2443,2237299805065,122
2444,2237299957681,114
2445,2237301076412,120
2446,2237301388568,25
2447,2237303192221,113
2448,2237305367829,119
2449,2237305395268,111
2450,2237305762688,114
2451,2237315199269,26
2452,2237315588047,39
2453,2237315879262,33
2454,2237317267595,29
2455,2237317711692,116
2456,2237320443996,16
2457,2237322611783,89
2458,2237323386507,121
2459,2237324662417,38
2460,2237324946432,124
2461,2237325671441,120
2462,2237327669879,112
2463,2237328104788,121
2464,2237328760531,103
2465,2237331004298,94
2466,2237331594766,34
2467,2237333400811,17
2468,2237333912179,29
2469,2237334247552,23
2470,2237334680332,24
2471,2237335591656,96
2472,2237335960164,117
2473,2237336022807,109
2474,2237336337897,99
2475,2237336687501,131
2476,2237336687810,105
2477,2237336763529,123
2478,2237336874781,130
2479,2237336979608,136
2480,2237337032355,123
2481,2237337405291,135
2482,2237337550610,113
2483,2237337595291,43
2484,2237337615518,101
2485,2237337738898,117
2486,2237337817742,23
2487,2237337832858,130
2488,2237337857648,35
2489,2237337905067,24
2490,2237338348480,116
2491,2237338459974,33
2492,2237338735577,130
2493,2237338995824,108
2494,2237339046763,40
2495,2237339207044,131
2496,2237339330432,28
2497,2237339363067,121
2498,2237339435963,113
2499,2237339467615,42
2500,2237339487211,127
2501,2237339529506,124
2502,2237339585046,119
2503,2237339598998,22
2504,2237340247089,55
2505,2237340280999,103
2506,2237340288887,125
2507,2237340532961,121
2508,2237340653157,31
2509,2237340731711,127
2510,2237340968492,123
2511,2237340977017,97
2512,2237341078945,118
2513,2237341115496,34
2514,2237341367828,113
2515,2237341475565,120
2516,2237341589686,101
2517,2237341675514,19
2518,2237341838811,111
2519,2237341866788,143
2520,2237342069426,95
2521,2237342447591,55
2522,2237342726295,80
2523,2237342864292,139
2524,2237342945850,22
2525,2237343055795,32
2526,2237343254349,129
2527,2237343283294,105
2528,2237343412419,61
2529,2237343713673,123
2530,2237343801476,130
2531,2237343854097,124
2532,2237343864948,22
2533,2237343890535,29
2534,2237344101240,130
2535,2237344187092,124
2536,2237344316102,124
2537,2237344514018,123
2538,2237344639825,86
2539,2237344703800,11
2540,2237345107715,134
2541,2237345423448,56
2542,2237345656853,139
2543,2237345683669,124
2544,2237345847538,132
2545,2237345887901,45
2546,2237345918133,137
2547,2237345944067,131
2548,2237346439341,104
2549,2237346448018,103
2550,2237346627188,26
2551,2237347253181,115
2552,2237347632219,95
2553,2237347933927,135
2554,2237348198680,100
2555,2237348365733,37
2556,2237348496126,109
2557,2237348499457,139
2558,2237349136609,32
2559,2237349235999,43
2560,2237349268559,23
2561,2237349353685,124
2562,2237349389239,32
2563,2237349601453,135
2564,2237349614658,23
2565,2237350075381,107
2566,2237350130269,124
2567,2237350363938,115
2568,2237350552397,15
2569,2237350579726,122
2570,2237350819911,125
2571,2237351119238,90
2572,2237351156410,114
2573,2237351341884,23
2574,2237351502516,19
2575,2237351502835,119
2576,2237351643702,125
2577,2237351644726,130
2578,2237351743841,22
2579,2237352352577,126
2580,2237352574592,105
2581,2237352647133,48
2582,2237352885515,136
2583,2237353641169,125
2584,2237353809481,78
2585,2237354230700,37
2586,2237354479108,121
2587,2237354598170,57
2588,2237354798416,132
2589,2237355206911,33
2590,2237355351157,151
2591,2237355632658,147
2592,2237355911564,35
2593,2237356250042,126
2594,2237356502664,118
2595,2237357214966,136
2596,2237357254876,117
2597,2237357487296,26
2598,2237357524684,18
2599,2237357569975,121
2600,2237357685684,126
2601,2237357748820,33
2602,2237357940267,31
2603,2237358027090,33
2604,2237358107216,118
2605,2237358194667,121
2606,2237358380810,80
2607,2237358819386,18
2608,2237359169401,105
2609,2237359491610,30
2610,2237359504465,122
2611,2237359870139,22
2612,2237360032437,122
2613,2237360272621,117
2614,2237360360403,23
2615,2237360663860,14
2616,2237361024107,137
2617,2237361071313,16
2618,2237361103201,127
2619,2237361196710,124
2620,2237361241004,130
2621,2237362122063,125
2622,2237362381619,128
2623,2237362786835,130
2624,2237362881709,122
2625,2237363383456,126
2626,2237363628489,35
2627,2237363887419,109
2628,2237364131222,140
2629,2237364177895,133
