,app_nums,overdue_nums,app_nums/overdue_nums
com.coolpad.android.wizard,5,1,0.2
com.coolpad.coresrv,1,0,0.0
com.coolpad.coresrv1,2,1,0.5
com.coolpad.msgsrv1,1,1,1.0
com.coolpad.music,8,3,0.375
com.coolpad.pay,1,0,0.0
com.coolplaystore.ttz,1,0,0.0
com.coolsnow.screenshot,2,2,1.0
com.coolwind.weather,116,31,0.2672413793103448
com.coomix.app.bus,21,8,0.38095238095238093
com.coomix.app.car,9,3,0.3333333333333333
com.coordinatecount,2,0,0.0
com.cootek.smartdialer,37,16,0.43243243243243246
com.cootek.smartdialer_oem,25,10,0.4
com.cootek.smartdialer_oem_all_module,2,0,0.0
com.cootek.smartdialer_oem_module,56,17,0.30357142857142855
com.cootek.smartinputv5,5,4,0.8
com.cootek.smartinputv5.language.cangjie,1,0,0.0
com.cootek.smartinputv5.language.cht,1,0,0.0
com.cootek.smartinputv5.language.french,1,0,0.0
com.cootek.smartinputv5.language.german,1,0,0.0
com.cootek.smartinputv5.language.italian,1,0,0.0
com.cootek.smartinputv5.language.japanese,1,0,0.0
com.cootek.smartinputv5.language.korean,1,0,0.0
com.cootek.smartinputv5.language.portuguesebr,1,0,0.0
com.cootek.smartinputv5.language.russian,1,0,0.0
com.cootek.smartinputv5.language.spanish,1,0,0.0
com.cootek.smartinputv5.language.tibetan,1,0,0.0
com.cootek.smartinputv5.language.uyghur,1,0,0.0
com.cootek.smartinputv5.language.wubi,1,0,0.0
com.cootek.smartinputv5.smartisan,18,9,0.5
com.corget.car,1,0,0.0
com.corp21cn.flowpay,3,1,0.3333333333333333
com.corp21cn.mail189,8,3,0.375
com.cosji.activitys,1,1,1.0
com.cp.aicai,1,0,0.0
com.cp.aicai2,1,0,0.0
com.cp.cp1216,2,0,0.0
com.cp.cp1516,2,1,0.5
com.cp.cp188,1,1,1.0
com.cp.cp336,1,0,0.0
com.cp.cp500w30,1,1,1.0
com.cp.cp703,1,0,0.0
com.cp.cp8888,1,0,0.0
com.cp.cpcp,2,1,0.5
com.cp.diyicaipiao,1,0,0.0
com.cp.duocai,2,0,0.0
com.cp.fcssq,2,1,0.5
com.cp.hgcp,1,0,0.0
com.cp.tiyuzyb,1,0,0.0
com.cp.xyc3,1,0,0.0
com.cp.yccp,1,0,0.0
com.cp.yicaicp,3,0,0.0
com.cp.zgc,1,0,0.0
com.cp1888888.app,1,0,0.0
com.cp256.android,2,0,0.0
com.cp2y.cube,1,0,0.0
com.cp2y.schema,2,1,0.5
com.cp306.a360,1,0,0.0
com.cp58caipiao.android,2,0,0.0
com.cp918.Activity,1,0,0.0
com.cpa.jdd,1,0,0.0
com.cpb.ssccpbfourlm,1,1,1.0
com.cpbao.lottery,6,2,0.3333333333333333
com.cpic,4,3,0.75
com.cpic.cmp,2,0,0.0
com.cpic.eyecheck,1,1,1.0
com.cpic.kjgxplus,11,5,0.45454545454545453
com.cpic.maker,2,0,0.0
com.cpic.mobilenote,1,0,0.0
com.cpic.planbookpro,5,1,0.2
com.cpic.sxbxxe,36,12,0.3333333333333333
com.cpic.sxbxxesit,1,1,1.0
com.cpic.sxcbpro,10,3,0.3
com.cpic.zzqy,2,1,0.5
com.cpk.platform,1,1,1.0
com.cplatform.surfdesktop,3,0,0.0
com.cplotus.app,5,1,0.2
com.cpnet.lottery.ssc,1,1,1.0
com.cpsdna.xingcheweishi,3,0,0.0
com.cptc.cphr,1,0,0.0
com.cpuid.cpu_z,1,0,0.0
com.cpyes.ssczs,1,0,0.0
com.cqjd.syws.mxyx,1,0,0.0
com.cqjihua.suoshui,2,0,0.0
com.cqmc.client,28,6,0.21428571428571427
com.cqmcstep.android.setp.ui,1,0,0.0
com.cqotc.BestoneMobileStore,1,0,0.0
com.cqsjsy.gwzb,3,0,0.0
com.cqsscjh.caishijie,1,0,0.0
com.cqssckjbd_tx_21,1,0,0.0
com.cqsynet.swifi,1,1,1.0
com.cqwx.hcrss.huawei,1,0,0.0
com.cqzjhx.ruler,1,0,0.0
com.cqzy.GameAndroid,1,0,0.0
com.crc.hrt,14,5,0.35714285714285715
com.creative.fastscreen.phone,1,0,0.0
com.creativearts.nyd,1,0,0.0
com.creativearts.ymt,13,5,0.38461538461538464
com.creativemob.counter.strike.mobilemod,1,1,1.0
com.creativemobile.nno,1,1,1.0
com.creativemoh.forestofillusion,1,0,0.0
com.creativemoh.forestofillusion.appicon,1,0,0.0
com.creativemoh.forestofillusion.home,1,0,0.0
com.creativemoh.forestofillusion.wallpaper,1,0,0.0
com.credit.card.creditcard,2,1,0.5
com.credit.loan,4,0,0.0
com.creditease.creditlife,1,0,0.0
com.creditease.stdmobile,1,0,0.0
com.creditease.zhiwang,1,0,0.0
com.creditguardrn,19,6,0.3157894736842105
com.credittreasure91.app,2,1,0.5
com.creditwealth.client,5,1,0.2
com.crescentmoongames.aralon,1,0,0.0
com.crescentmoongames.blocky_roadsmod,1,1,1.0
com.crescentmoongames.redline_rushmod,1,0,0.0
com.crfchina.market,460,115,0.25
com.cridete.creditmagner,26,10,0.38461538461538464
com.crisisfire.android.am,3,1,0.3333333333333333
com.crisisfire.android.nearme.gamecenter,2,2,1.0
com.crisisfire.cmge,1,0,0.0
com.criticallog,1322,356,0.2692889561270802
com.crland.mixc,2,0,0.0
com.crm.cpic,2,1,0.5
com.croshe.hexin,2,0,0.0
com.crucialsoft.asm,1,0,0.0
com.crucialsoft.fido.client,1,0,0.0
com.crucialtec.btp,2,0,0.0
com.crucialtec.uaf,1,0,0.0
com.cs_credit_bank,357,87,0.24369747899159663
com.csaimall.loan.apply,8,2,0.25
com.csaimall.loan.manage,1,0,0.0
com.csair.mbp,8,0,0.0
com.cse.bcn,1,0,0.0
com.csh.xzhouse,1,0,0.0
com.csii.bj.ui,1,0,0.0
com.csii.changjiang.mobilebank,1,0,0.0
com.csii.csbank,1,0,0.0
com.csii.gdnx.mobilebank,11,2,0.18181818181818182
com.csii.guizhou,2,2,1.0
com.csii.hkb,4,2,0.5
com.csii.hkdirect,1,1,1.0
com.csii.hrxj,1,0,0.0
com.csii.jiangnan,2,0,0.0
com.csii.jincheng,3,1,0.3333333333333333
com.csii.jsbank.zxyh,1,0,0.0
com.csii.jsh.ui,2,0,0.0
com.csii.jsnx,1,0,0.0
com.csii.jxbank,11,2,0.18181818181818182
com.csii.ncbank.ui,7,1,0.14285714285714285
com.csii.nxbank,2,0,0.0
com.csii.sncfc,92,23,0.25
com.csii.sns.ui,3,1,0.3333333333333333
com.csii.societyinsure,2,1,0.5
com.csii.tiannongshang.mobilebank,1,0,0.0
com.csii.xm,1,0,0.0
com.csii.zbdirect,2,0,0.0
com.csii.zijin,1,0,0.0
com.csii.zjrc,1,0,0.0
com.csii.zybk.ui,6,1,0.16666666666666666
com.csii_qzbank,4,1,0.25
com.cslm.abc,1,0,0.0
com.cslm.clock,1,0,0.0
com.cslm.color,1,1,1.0
com.cslm.fruit,1,0,0.0
com.cslm.gamepuzzle,1,0,0.0
com.cslm.mole,2,0,0.0
com.cslottery.csapp.hc,1,0,0.0
com.csm.welian,2,0,0.0
com.csoritech.jmt,1,0,0.0
com.cssweb.android.simutong,1,0,0.0
com.cssweb.csmetro,1,0,0.0
com.cssweb.shankephone,1,1,1.0
com.cstaole.bjnn,1,0,0.0
com.csyjf.app,3,0,0.0
com.csztv.yyk,1,1,1.0
com.ct.client,218,61,0.2798165137614679
com.ct.itv,1,0,0.0
com.ct.realname,3,0,0.0
com.ct.xb,1,1,1.0
com.ctc.itv.yueme,13,2,0.15384615384615385
com.cto51.student,1,0,0.0
com.ctri.ui,3,2,0.6666666666666666
com.ctrip.ct,3,1,0.3333333333333333
com.ctrip.izuche,2,0,0.0
com.ctrip.jikecar,1,0,0.0
com.ctrlsoft.faqtjt,1,0,0.0
com.cts.light,1,0,0.0
com.ctvit.cctvpoint,1,0,0.0
com.cu.systemhelper,1,0,0.0
com.cu2,1,0,0.0
com.cubic.autohome,388,110,0.28350515463917525
com.cubic.choosecar,15,2,0.13333333333333333
com.cuje.reader,2,1,0.5
com.culiu.chuchutui,5,0,0.0
com.culiu.purchase,2,0,0.0
com.culiukeji.huanletao,11,3,0.2727272727272727
com.cungu.callrecorder.ui,2,1,0.5
com.cuntmabtxk.viyapzbkm,1,0,0.0
com.cunxy.cashloan,1,1,1.0
com.cunxy.plus,2,0,0.0
com.cust.settings,1,0,0.0
com.custom.inhouse.r1.aaa,1,1,1.0
com.custom.inhouse.r1.bc,2,1,0.5
com.custom.inhouse.r1.dd,2,1,0.5
com.custom.inhouse.r1.gh,1,0,0.0
com.custom.inhouse.r1.hh,2,1,0.5
com.custom.inhouse.r1.jg,1,0,0.0
com.custom.inhouse.r1.js5,1,0,0.0
com.custom.inhouse.r1.mgm,1,1,1.0
com.custom.inhouse.r1.mm,2,1,0.5
com.custom.inhouse.r1.p362,1,0,0.0
com.custom.inhouse.r1.p63,1,0,0.0
com.custom.inhouse.r1.p710,1,0,0.0
com.custom.inhouse.r1.p713,2,0,0.0
com.custom.inhouse.r1.qq,1,0,0.0
com.custom.inhouse.r1.scc,1,1,1.0
com.cutemms.cuteimageanim,7,3,0.42857142857142855
com.cutt.zhiyue.android.app1159336,2,1,0.5
com.cutt.zhiyue.android.app1564403,2,1,0.5
com.cutt.zhiyue.android.app516751,1,1,1.0
com.cutt.zhiyue.android.app516920,1,0,0.0
com.cutt.zhiyue.android.app586432,3,2,0.6666666666666666
com.cutt.zhiyue.android.app763365,1,1,1.0
com.cutt.zhiyue.android.app920674,1,0,0.0
com.cutt.zhiyue.android.app984640,1,0,0.0
com.cutter.ringtone,1,1,1.0
com.cutv.shakeshakestglt,2,0,0.0
com.cvte.link,1,0,0.0
com.cw.gamebox,6,1,0.16666666666666666
com.cwddd.jxtmobile,2,0,0.0
com.cwits.wifi,1,0,0.0
com.cwtcn.kt,7,2,0.2857142857142857
com.cwvs.jdd,15,5,0.3333333333333333
com.cwwang.yuezhuanbao,1,0,0.0
com.cx.huanji,6,0,0.0
com.cx.photo,1,0,0.0
com.cxjf.oem,1,0,0.0
com.cxkd.game.mahjong,1,1,1.0
com.cxmx.watercamera,1,0,0.0
com.cxt.caixuntong,1,0,0.0
com.cxwx.girldiary,2,0,0.0
com.cxx.fqzsyy7,1,0,0.0
com.cxx.yybrnn,5,2,0.4
com.cxy.chinapost,3,1,0.3333333333333333
com.cxyw.suyun.ui,7,2,0.2857142857142857
com.cxz.loanpro,1,0,0.0
com.cy.youcksy.gysy,1,0,0.0
com.cyanogenmod.filemanager,7,1,0.14285714285714285
com.cyberlink.powerdirector.DRA140225_01lzfgaycn,1,0,0.0
com.cyberlink.youperfect,2,0,0.0
com.cycle.aibike,1,0,0.0
com.cygm.lykBabyKitchen,2,0,0.0
com.cyhd.huangshimajiang,1,0,0.0
com.cyhd.szmajiang,2,2,1.0
com.cyhd.wenlingmajiang,1,0,0.0
com.cyhd.zhujimajiang,1,0,0.0
com.cying.luckymoney,2,1,0.5
com.cyjh.gundam,19,1,0.05263157894736842
com.cyjh.sszs,1,1,1.0
com.cyjh.va,1,0,0.0
com.cyou.cx.mtlbb.baidu,1,0,0.0
com.cyou.cx.mtlbb.linyou.jiudu,1,0,0.0
com.cyou.cx.mtlbb.linyou.yljh,1,0,0.0
com.cyou.cx.mtlbb.sogou,1,0,0.0
com.cyou.cx.mtlbb.vivo,2,2,1.0
com.cyou.djdsz.huawei,1,1,1.0
com.cyou.djdsz.vivo,1,0,0.0
com.cyphercove.audioglow,1,1,1.0
com.cyzone.news,2,1,0.5
com.cz.babySister,1,0,0.0
com.cz.bible2,1,0,0.0
com.cz.lingqianbashi,4,2,0.5
com.cz2030.coolchat,7,1,0.14285714285714285
com.cz365.qhb,1,0,0.0
com.czbank.creditcard,24,5,0.20833333333333334
com.czbank.mbank,14,4,0.2857142857142857
com.czbix.xposed.wifipassword,2,1,0.5
com.czzdit.mit_atrade.E246,1,0,0.0
com.czzdit.mit_atrade.xht.E440,1,0,0.0
com.czzdit.mit_atrade.xs.E114,1,1,1.0
com.czzdit.mit_atrade.xs.E272,3,2,0.6666666666666666
com.d1ev.app.ev01,1,0,0.0
com.d2d.kdmj,1,1,1.0
com.daao.aipeng,1,0,0.0
com.daba.gtmj,1,0,0.0
com.daba.lxmj,3,2,0.6666666666666666
com.daba.symj,2,1,0.5
com.daba.zsmj,2,0,0.0
com.dac.hyrz.x7sy,1,1,1.0
com.dachen.medicalcircle,1,0,0.0
com.dachu.jiujiu,1,0,0.0
com.dada.mobile.android,16,7,0.4375
com.dada.mobile.shop.android,11,2,0.18181818181818182
com.daduhelu.fengyunkdvivo,1,1,1.0
com.daemon.shelper,2,1,0.5
com.dafuhaodoudizhu.game,2,0,0.0
com.dafy.sevend,7,5,0.7142857142857143
com.dafy.sevendinstalment,6,1,0.16666666666666666
com.dafypower.easyloan,3,1,0.3333333333333333
com.dagejietiao_m1,3,0,0.0
com.dagejietiao_m5,22,6,0.2727272727272727
com.dai58.zhengxin,1,0,0.0
com.daiba.wsjr,2,0,0.0
com.daiba.wsjr1,2,2,1.0
com.daidaihuan,1,1,1.0
com.daidianqian,1,0,0.0
com.daihanqiao.jdy,1,0,0.0
com.daihanqiao.jyj,1,1,1.0
com.daihanqiao.wallet,14,5,0.35714285714285715
com.daikin_app,1,0,0.0
com.daikuan.daikuanbao,1,1,1.0
com.daikuan.dixidaikuan,2,1,0.5
com.daikuan.huosudaikuan,1,1,1.0
com.daikuan.jisu,6,0,0.0
com.daikuan.miaodai,1,0,0.0
com.daikuan.xiaoedaikuanwang,1,0,0.0
com.daikuan.yxcarloan,10,2,0.2
com.daikuan.yxmortgageloan,1,0,0.0
com.daikuan123.android,2,1,0.5
com.daikuanxiaobangshou.money,1,0,0.0
com.daile.youlan,3,1,0.3333333333333333
com.dailyyoga.cn,5,0,0.0
com.daimler.mmp.cn.lightapp.v2,1,0,0.0
com.daiqile.newyetu,3,1,0.3333333333333333
com.daiqile.xinxianjindai,1,1,1.0
com.daishu.dsloan,4,2,0.5
com.daiyoubang,1,1,1.0
com.dajiazhongyi.dajia,2,0,0.0
com.dajie.official,1,0,0.0
com.dale.sharer.bluetooth,1,1,1.0
com.dalongtech.cloud,3,1,0.3333333333333333
com.dalu.dlqb,6,3,0.5
com.dalujinrong.moneygovernor,2,0,0.0
com.danale.video,3,2,0.6666666666666666
com.dandong.bank,2,0,0.0
com.dangdang.buy2,28,3,0.10714285714285714
com.dangdang.reader,8,1,0.125
com.dankegongyu.customer,1,0,0.0
com.daodao.qiandaodao,13,4,0.3076923076923077
com.daodaosong.translate.english,3,1,0.3333333333333333
com.daofeng.zuhaowan,2,0,0.0
com.daohangforxiuzhuo,1,1,1.0
com.daohe.yzh.yiweima,1,0,0.0
com.daojia.xueyi,2,0,0.0
com.daotuo.rentme,3,0,0.0
com.dapai8.nhhmj,3,1,0.3333333333333333
com.daqu.qmbfmt.OPPO.nearme.gamecenter,1,1,1.0
com.daren.pool,1,0,0.0
com.dareway.rsmc_yk,1,0,0.0
com.dashang.tiangou,6,2,0.3333333333333333
com.dashen.xinjuchuxing,1,1,1.0
com.dasheng.b2s,1,0,0.0
com.dasheng.talk,2,0,0.0
com.dasheng2345,5,2,0.4
com.dashengzhangyou.pykf.bengbu,1,0,0.0
com.dashi.shuajizhuanjia,1,1,1.0
com.dashuf.disp.v2,1,1,1.0
com.dashux.swmj,1,0,0.0
com.datangtianxia.erp,8,4,0.5
com.datangyouxi.quanji,1,0,0.0
com.dataoke.shoppingguide.app104217,1,1,1.0
com.dataoke.shoppingguide.app369929,1,0,0.0
com.dataoke.shoppingguide.app47672,1,0,0.0
com.dataoke.shoppingguide.app523955,1,0,0.0
com.dataoke.shoppingguide.app552419,1,1,1.0
com.datasummary.LeoDataSummary,1,0,0.0
com.dataviz.docstogo,1,1,1.0
com.datayp.android.mpos,1,0,0.0
com.datebao.datebaoapp,1,0,0.0
com.datebao.jssapp,3,0,0.0
com.datebao.jsspro,1,0,0.0
com.dating.main.activity,1,0,0.0
com.datongmingye.wyx,1,1,1.0
com.datstudio.phantaxy,1,0,0.0
com.davdian.seller,1,0,0.0
com.david.cl,2,0,0.0
com.davidking.batterydrawable,1,1,1.0
com.davidking.mipop,1,1,1.0
com.davidking.settings,1,1,1.0
com.davyhan7.bqm,1,1,1.0
com.dawoo.gamebox.sid237,1,0,0.0
com.dawoo.gamebox.sid313,1,0,0.0
com.daxiang.niceday,1,0,0.0
com.daxiang.note,1,0,0.0
com.daxianju.forum,1,0,0.0
com.dayday.fj,1,1,1.0
com.dayday.mobilegame,2,0,0.0
com.daye.sudai360,3,1,0.3333333333333333
com.dayun.platform,2,1,0.5
com.dazhihui.live,1,0,0.0
com.dazui.by,1,0,0.0
com.dazzle.gesture,1,0,0.0
com.dbSoftware.sievolve.xc,1,0,0.0
com.dbc.tv.huashi.kodixbmc,1,0,0.0
com.dbhydbhy.duokai,1,0,0.0
com.dbn.OAConnect,1,0,0.0
com.dbscgeneral,1,0,0.0
com.dc.geek,5,0,0.0
com.dc.pingnanfuping,1,0,0.0
com.dc.youjianmajian,1,0,0.0
com.dccj.honby,1,0,0.0
com.dccpzzb,1,0,0.0
com.dchexin2,1,1,1.0
com.dcicada.watchnail,1,1,1.0
com.dclexf,1,1,1.0
com.dcliangzhanjinrongrf,1,0,0.0
com.dcm.info,1,0,0.0
com.dcom.snacks,1,0,0.0
com.dcone.smart.edu,1,0,0.0
com.dcvspos,2,0,0.0
com.dcwsjrhjb,2,0,0.0
com.dcyikatongjyb,1,0,0.0
com.dcyktbiczhb,1,1,1.0
com.dczhangfutong,4,1,0.25
com.dd.ddsq,1,1,1.0
com.dd373.app,2,0,0.0
com.ddcinemaapp,2,1,0.5
com.ddcq.pyw,1,0,0.0
com.dddwan.summer.food,1,0,0.0
com.ddfun,1,0,0.0
com.ddgame.studio.hex.game,1,1,1.0
com.ddh.androidapp,1,0,0.0
com.ddhdweb.morket,1,1,1.0
com.ddianle.lovedance.ddl,2,0,0.0
com.ddianle.lovedance.nearme.gamecenter,1,0,0.0
com.ddkj.P00040,1,0,0.0
com.ddmh5.adang1,1,0,0.0
com.ddmh5.ddpoker,1,0,0.0
com.ddmh5.test,2,0,0.0
com.ddooggb.uvddooggbi8,1,0,0.0
com.ddshenbian,1,0,0.0
com.ddshenbian.miaojie,54,11,0.2037037037037037
com.ddsy.songyao,5,1,0.2
com.ddt.chelaichewang,2,1,0.5
com.ddtg,1,1,1.0
com.ddwx.family,1,0,0.0
com.ddys.oilthankhd,1,0,0.0
com.ddz,1,0,0.0
com.ddz.mobile,1,0,0.0
com.dean.areasearch,1,0,0.0
com.dedk.credit,8,4,0.5
com.defianttech.diskdiggerpro,1,0,0.0
com.dejia.dair,1,0,0.0
com.dejia.dejiaassistant,1,0,0.0
com.dejingit.xiaoqikj.driver,1,1,1.0
com.dejqq.credit,1,1,1.0
com.delcom.standard,78,27,0.34615384615384615
com.delta.oaeform,1,0,0.0
com.dem.dwdfw,2,1,0.5
com.demaxiya.lol,1,1,1.0
com.demo.contract,1,0,0.0
com.deniu.multi,1,0,0.0
com.deppon.app.addressbook,4,1,0.25
com.deppon.dpapp,1,0,0.0
com.deppon.epp,1,1,1.0
com.deppon.express.ecs,2,1,0.5
com.deppon.pcp.app,1,0,0.0
com.depu.wxfs,1,0,0.0
com.design.ridemicrocredit,6,1,0.16666666666666666
com.deskmate.tv,1,0,0.0
com.desn.anchebao,1,0,0.0
com.dev.componentinfo,5,3,0.6
com.developandroid.android.kidspiano,1,0,0.0
com.device.engineermenu,13,5,0.38461538461538464
com.device.factorymode,9,3,0.3333333333333333
com.device.secretcodemanager,4,2,0.5
com.device.stability,13,5,0.38461538461538464
com.deviceteam.android.igaminga4,1,1,1.0
com.devm.extremeforklifting,1,0,0.0
com.devolver.reigns,1,1,1.0
com.devuni.flashlight,12,4,0.3333333333333333
com.dewmobile.kuaiya,42,9,0.21428571428571427
com.dfim.player,1,0,0.0
com.dfs168.ttxn,1,0,0.0
com.dfss.dfssclub,2,0,0.0
com.dfwb.qinglv,1,0,0.0
com.dfzx.main,1,0,0.0
com.dggroup.toptoday,1,0,0.0
com.dh.mengsanguoolex,5,1,0.2
com.dhcc.icare.patient,1,0,0.0
com.dhf.laijieqian,5,2,0.4
com.dhf.miaomiaodai,13,2,0.15384615384615385
com.dhh.easy.easyim,3,0,0.0
com.dhmj.yule,1,0,0.0
com.dhshj.yx7477,1,1,1.0
com.dianbaobao.wdbb,2,0,0.0
com.diandian.loan,2,0,0.0
com.dianping.dppos,20,6,0.3
com.dianping.movieheaven,1,1,1.0
com.dianping.v1,702,175,0.2492877492877493
com.dianrong.borrower1,1,0,0.0
com.dianrong.cashloan,1,0,0.0
com.dianrong.speedloan1,474,135,0.2848101265822785
com.dianrong.speedloan1.jingying,3,0,0.0
com.dianshijia.tvlive,3,0,0.0
com.dianwoda.merchant,3,1,0.3333333333333333
com.dianxin.android,3,0,0.0
com.dianxinos.dxbb,1,0,0.0
com.dianxinos.flashlight,2,1,0.5
com.dianxinos.optimizer.channel,4,2,0.5
com.dianxinos.optimizer.duplay,1,0,0.0
com.dianxinos.powermanager,1,1,1.0
com.dianxinos.superuser,5,0,0.0
com.dibox,1,0,0.0
com.didapinche.booking,52,17,0.3269230769230769
com.didapinche.taxidriver,4,1,0.25
com.didi.echo,28,9,0.32142857142857145
com.didi.es.psngr,3,0,0.0
com.didi.rider,1,0,0.0
com.didichuxing.drivercommunity,16,5,0.3125
com.didichuxing.provider,3,1,0.3333333333333333
com.diedfish.games.werewolf,1,0,0.0
com.diershoubing.erbing,2,0,0.0
com.diffcat.facedance2,1,0,0.0
com.digiplex.game,1,0,0.0
com.digitalchina.mobile.hitax.nst,1,0,0.0
com.digitalcloud.cashloan,5,0,0.0
com.digitalsky.girlsfrontline.cn.bili,1,0,0.0
com.digua.rxxjgz.sq,1,0,0.0
com.diguayouxi,12,3,0.25
com.dili360,1,0,0.0
com.dimeng.umidai,1,0,0.0
com.dingYZ.dingyzwater,39,10,0.2564102564102564
com.dingda.app,2,0,0.0
com.dingdangdai.cashloan,2,1,0.5
com.dingding.yule,1,1,1.0
com.dingdingbike.m,1,0,0.0
com.dingdinggame.bohu.xiushan,1,0,0.0
com.dingdong.android.jlmyll,1,0,0.0
com.dingdong.android.rygzdcg,2,0,0.0
com.dingdong.cx,1,0,0.0
com.dingkai.games,1,0,0.0
com.dingpa.lekaihua,2,0,0.0
com.dingsen.udexpressmail,1,0,0.0
com.dingweizshou,1,0,0.0
com.dingziquick.zhifu,3,0,0.0
com.dingziquick63.zhifu,13,6,0.46153846153846156
com.dino.dinosuperapp,2,1,0.5
com.dinoenglish.yyb,1,0,0.0
com.dinosaurhunter.survivalgame,1,0,0.0
com.diosapp.nhb,3,2,0.6666666666666666
com.diotek.diodict3.phone.samsung.chn,5,1,0.2
com.diotek.diodict3.service,1,1,1.0
com.diotek.mini_penmemo,1,0,0.0
com.diotek.sec.lookup.dictionary,86,25,0.29069767441860467
com.directsell.amway,1,0,0.0
com.dirtybird.ttzjh,1,0,0.0
com.disable.verifysignature,1,1,1.0
com.discipleskies.satellitecheck,1,0,0.0
com.disney.ToyStorySmashIt.goo,1,0,0.0
com.disney.WMW.elm,1,0,0.0
com.disney.chukong.WMW,3,1,0.3333333333333333
com.disney.shanghaidisneyland_goo,1,0,0.0
com.dite.uudt,1,0,0.0
com.diwuyuansu.app.jiedai17,1,0,0.0
com.dixintech.finance,2,0,0.0
com.diyidan,7,0,0.0
com.dj.shop360,1,0,0.0
com.dj97.app,2,2,1.0
com.djbox.product,3,1,0.3333333333333333
com.djhudong.lzhzmj,1,0,0.0
com.djit.apps.edjing.expert.le,1,0,0.0
com.dk.android.paxd,1,0,0.0
com.dk.daikuankuai,5,1,0.2
com.dk.dkbjd,1,0,0.0
com.dk.dkk_hua,1,0,0.0
com.dk.fqjd,1,1,1.0
com.dk.fqjq,1,1,1.0
com.dk.fqqq,2,1,0.5
com.dk.goppo,19,4,0.21052631578947367
com.dk.jdkjq,1,0,0.0
com.dk.jkqb,1,0,0.0
com.dk.kuaicaidai,1,1,1.0
com.dk.kuaicaidai__beiduoqian,2,2,1.0
com.dk.kuaicaidai_beiduoqian,6,4,0.6666666666666666
com.dk.ppdk,1,1,1.0
com.dk.sjdk,1,0,0.0
com.dk.xinyongka_sq,1,1,1.0
com.dk.xykjk,2,0,0.0
com.dk.yjjd,1,0,0.0
com.dkccoin2ticket.wallet,1,0,0.0
com.dkhelpercre,1,0,0.0
com.dkhelperpro,480,117,0.24375
com.dkk.credit,1,0,0.0
com.dkpt.credit,6,3,0.5
com.dksq.credit,1,0,0.0
com.dkw.credit,3,1,0.3333333333333333
com.dkxinapp.niubidaikuan,1,0,0.0
com.dl.hundredeightysix,1,0,0.0
com.dlht.popworking,2,0,0.0
com.dlka.android.apps.authenticator2,1,0,0.0
com.dlodlo.dataprovider,1,1,1.0
com.dlsynn.jynqp,1,0,0.0
com.dm.coolbaby,1,0,0.0
com.dmclient,1,0,0.0
com.dmd.activity,1,0,0.0
com.dmly,4,0,0.0
com.dmm.app.store,1,0,0.0
com.dmm.dmmlabo.kancolle,1,0,0.0
com.dmw.zyjlr,1,1,1.0
com.dmzj.manhua,3,0,0.0
com.dn.mtt,1,0,0.0
com.dn.tgxm.elsfk,1,0,0.0
com.dn.tgxm.gg,2,0,0.0
com.dnbydwc.bocai,1,0,0.0
com.dobest.new2048,2,0,0.0
com.dobest.new2048.vivo,1,1,1.0
com.dobest.xingxinglianmeng,2,0,0.0
com.doc360.client,4,1,0.25
com.doc88.reader,5,1,0.2
com.docin.zlibrary.ui.android,2,0,0.0
com.doding.childrenbarbecue,1,0,0.0
com.doding.childrencolorunion,2,0,0.0
com.doding.childrenmusic,1,0,0.0
com.doding.childrenpaint,1,0,0.0
com.doding.childrenracing,2,1,0.5
com.doding.fmsdjigsawpuzzle,1,0,0.0
com.doding.paintandgraffiti,1,0,0.0
com.doding.puzzleking,1,0,0.0
com.dodjoy.qhzs.vivo,1,0,0.0
com.dodo.calendar,1,0,0.0
com.dodonew.online,1,0,0.0
com.dodopal.android.client,1,1,1.0
com.dodox.hero,1,0,0.0
com.dodreams.driveahead,1,1,1.0
com.dodur.android.mummy,1,1,1.0
com.dofast.tt,1,1,1.0
com.dog.simulator,1,0,0.0
com.dogsounds.android.dogassistant,1,0,0.0
com.dolby,75,22,0.29333333333333333
com.dolby.daxappUI,34,10,0.29411764705882354
com.dolby.dolbyvisionservice,1,0,0.0
com.dolby.ds1appUI,6,1,0.16666666666666666
com.dolphin.livewallpaper,1,0,0.0
com.domobile.applock,1,1,1.0
com.don.financial,1,0,0.0
com.dongao.app.exam,1,0,0.0
com.dongao.mainclient.phone,1,0,0.0
com.dongdong.jinglingsms,1,0,0.0
com.dongfang12.bwl,1,0,0.0
com.dongpinyun.merchant,1,0,0.0
com.dongqiudi.news,33,5,0.15151515151515152
com.dongxiangtech.huabao,1,0,0.0
com.dongxiangtech.jiedaijia,1,1,1.0
com.dongxiangtech.jiedaijiahuabao,1,1,1.0
com.dongxiangtech.weilefen,1,0,0.0
com.dongxiangtech.zhixianghua,3,0,0.0
com.dongxiangtech.zhixianghuapure,4,0,0.0
com.dongxingzq.dzh,1,0,0.0
com.dongyang.wulong,1,1,1.0
com.dongyao.kdweibo.client,1,0,0.0
com.doodle.gequjians,1,0,0.0
com.doojaa.eshimajiang,5,2,0.4
com.doov.appstore,1,0,0.0
com.doov.automationtest,1,0,0.0
com.doov.camera,1,0,0.0
com.doov.launcher,1,0,0.0
com.doov.lid,1,0,0.0
com.doov.service,1,0,0.0
com.doreso.youcab,1,1,1.0
com.dossen.app,4,0,0.0
com.dotnar.hermest,1,0,0.0
